Name,DateOfSearch,Checkin,Checkout,NumOfWeekendDays,Nights,District,Score,Rating,Review,Includes,Refundable,Price
Pestana Park Avenue,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,(321 reviews),,0,$329 total
Hyatt Centric Wall Street New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,(999 reviews),,0,$367 total
Fitzpatrick Grand Central,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$334 total
Four Points By Sheraton New York Downtown,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.4,Good,"(1,001 reviews)",,0,$242 total
Radio Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,(327 reviews),,0,$218 total
"InterContinental New York Barclay, an IHG Hotel",2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.6,Excellent,"(1,002 reviews)",,Fully refundable,$509 total
Cachet Boutique New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.6,Good,"(1,002 reviews)",,0,$287 total
Hotel Hendricks,2023/3/1,2023/3/8,2023/3/10,0,2,Central New York City,8.2,Very Good,"(1,002 reviews)",,Fully refundable,$358 total
The New York EDITION,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,(372 reviews),,0,$777 total
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$341 total
Hilton Club West 57th Street New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.2,Wonderful,(223 reviews),,0,$395 total
New York Marriott Marquis,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,9.0,Wonderful,"(1,518 reviews)",,0,$611 total
Millennium Downtown New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.4,Good,"(2,501 reviews)",,Fully refundable,$398 total
Loews Regency New York Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,(999 reviews),,Fully refundable,$578 total
"Element New York Times Square West, a Marriott Hotel",2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.8,Good,(996 reviews),Breakfast included,0,$309 total
Omni Berkshire Place,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$447 total
Conrad New York Midtown,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.4,Very Good,(999 reviews),,0,$703 total
Concorde Hotel New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,(972 reviews),,0,$399 total
"The Langham, New York, Fifth Avenue",2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.4,Exceptional,"(1,001 reviews)",,0,$810 total
The Lombardy Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$375 total
Hilton Club The Quin New York,2023/3/1,2023/3/8,2023/3/10,0,2,Central New York City,8.6,Excellent,"(1,000 reviews)",,0,$383 total
The Solita Soho Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.6,Good,(997 reviews),,0,$201 total
1 Hotel Central Park,2023/3/1,2023/3/8,2023/3/10,0,2,Central New York City,9.0,Wonderful,"(1,000 reviews)",,0,$747 total
Hotel Belleclaire,2023/3/1,2023/3/8,2023/3/10,0,2,Upper West Side,8.4,Very Good,"(1,001 reviews)",Breakfast included,Fully refundable,$306 total
Arlo SoHo,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.2,Very Good,"(1,307 reviews)",,0,$386 total
Park Central Hotel New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.0,Very Good,"(1,885 reviews)",,Fully refundable,$418 total
The Ridge Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.2,Very Good,(931 reviews),,0,$253 total
Bentley Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,6.6,"(1,001 reviews)",,,0,$268 total
Arthouse Hotel New York City,2023/3/1,2023/3/8,2023/3/10,0,2,Upper West Side,8.2,Very Good,"(1,002 reviews)",,0,$311 total
Millennium Hotel Broadway Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,7.0,Good,"(6,043 reviews)",,Fully refundable,$379 total
Courtyard by Marriott New York JFK Airport,2023/3/1,2023/3/8,2023/3/10,0,2,Queens,8.0,Very Good,(999 reviews),Airport shuttle included,0,$230 total
Madison LES Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.8,Good,(358 reviews),Breakfast included,Fully refundable,$232 total
Wyndham Garden LaGuardia South,2023/3/1,2023/3/8,2023/3/10,0,2,Queens,7.6,Good,"(1,002 reviews)",,0,$129 total
The Plaza Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,Central New York City,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$917 total
The Central Park North,2023/3/1,2023/3/8,2023/3/10,0,2,New York,6.8,(582 reviews),,,0,$117 total
The Westin New York at Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,8.6,Excellent,"(2,129 reviews)",,0,$466 total
Margaritaville Resort Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,9.0,Wonderful,"(1,638 reviews)",Pool,Fully refundable,$409 total
Pendry Manhattan West,2023/3/1,2023/3/8,2023/3/10,0,2,Chelsea,9.6,Exceptional,(101 reviews),,0,$784 total
YOTEL New York Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.0,Good,"(1,872 reviews)",,Fully refundable,$342 total
Millennium Hilton New York One UN Plaza,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.0,Very Good,"(1,575 reviews)",,0,$423 total
Courtyard New York Manhattan/ Midtown East,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.6,Excellent,"(1,254 reviews)",,0,$402 total
Roxy Hotel New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$523 total
Iberostar 70 Park Avenue,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.8,Excellent,"(1,000 reviews)",,0,$354 total
Freehand New York,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.2,Very Good,"(1,001 reviews)",,0,$363 total
Renaissance New York Midtown Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.2,Wonderful,"(1,000 reviews)",,0,$679 total
"Moxy NYC Downtown, a Marriott Hotel",2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.6,Excellent,(739 reviews),,0,$342 total
TownePlace Suites by Marriott New York Brooklyn,2023/3/1,2023/3/8,2023/3/10,0,2,Brooklyn,8.6,Excellent,(89 reviews),Breakfast included,0,$305 total
W New York - Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,8.4,Very Good,"(1,002 reviews)",,0,$461 total
Radisson Hotel JFK Airport,2023/3/1,2023/3/8,2023/3/10,0,2,Queens,6.8,"(1,001 reviews)",,Airport shuttle included,Fully refundable,$214 total
The Bryant Park Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,Central New York City,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$547 total
The Sohotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.4,Very Good,(999 reviews),,Fully refundable,$306 total
Hotel 57,2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.4,Very Good,"(1,000 reviews)",,0,$301 total
Off Soho Suites Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,New York,7.6,Good,(988 reviews),,Fully refundable,$202 total
"Martinique New York on Broadway, Curio Collection by Hilton",2023/3/1,2023/3/8,2023/3/10,0,2,New York,8.6,Excellent,"(1,001 reviews)",,0,$423 total
Hilton New York Times Square,2023/3/1,2023/3/8,2023/3/10,0,2,Theater District,8.2,Very Good,"(1,003 reviews)",,0,$368 total
The Marlton Hotel,2023/3/1,2023/3/8,2023/3/10,0,2,Greenwich Village,9.0,Wonderful,"(1,000 reviews)",Breakfast included,Fully refundable,$393 total
Hotel Elysee by Library Hotel Collection,2023/3/1,2023/3/8,2023/3/10,0,2,New York,9.2,Wonderful,(998 reviews),,Fully refundable,$474 total
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",2023/3/1,2023/3/8,2023/3/10,0,2,Queens,7.0,Good,(371 reviews),Breakfast included,Fully refundable,$162 total
The Hoxton Williamsburg,2023/3/1,2023/3/8,2023/3/11,0,3,Williamsburg,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$347 total
Cachet Boutique New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.6,Good,"(1,002 reviews)",,0,$287 total
Hotel Hendricks,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,8.2,Very Good,"(1,002 reviews)",,Fully refundable,$358 total
"PUBLIC, an Ian Schrager hotel",2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.0,Very Good,"(1,447 reviews)",,0,$446 total
31 Street Broadway Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,5.0,(581 reviews),,Kitchen,0,$203 total
Empire Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.4,Good,"(1,287 reviews)",Pool,0,$292 total
Ameritania Hotel at Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,8.4,Very Good,"(1,119 reviews)",,0,$304 total
Broadway Plaza Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,"(1,154 reviews)",,0,$290 total
The MUSE New York,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,8.8,Excellent,"(1,001 reviews)",,0,$533 total
Arlo NoMad,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.0,Very Good,"(1,594 reviews)",,0,$353 total
Comfort Inn JFK Airport,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,8.0,Very Good,"(1,414 reviews)",Breakfast included,0,$155 total
Astoria Delancy Inn & Suites,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.8,Good,(588 reviews),,0,$133 total
Radio Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,(327 reviews),,0,$218 total
The Belvedere Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,"(2,239 reviews)",,Fully refundable,$337 total
citizenM New York Bowery,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.2,Wonderful,"(1,282 reviews)",,Fully refundable,$301 total
The Benjamin Royal Sonesta New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,"(1,002 reviews)",,Fully refundable,$391 total
Hilton New York JFK Airport,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.4,Good,"(1,002 reviews)",Airport shuttle included,0,$193 total
Four Points by Sheraton Flushing,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,8.6,Excellent,(534 reviews),Pool,0,$173 total
Trump International Hotel & Tower New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.2,Wonderful,"(1,000 reviews)",Pool,0,$753 total
"The L Hotel, Ascend Hotel Collection",2023/3/1,2023/3/8,2023/3/11,0,3,Brooklyn,7.8,Good,(435 reviews),Breakfast included,Fully refundable,$110 total
The Westin New York Grand Central,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,"(1,168 reviews)",,0,$400 total
Wyndham Garden LaGuardia South,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.6,Good,"(1,002 reviews)",,0,$129 total
The Fifty Sonesta Select New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,004 reviews)",,0,$293 total
Chelsea Inn,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.6,Good,(998 reviews),,0,$224 total
Pestana Park Avenue,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,(321 reviews),,0,$329 total
Artezen Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.4,Exceptional,"(1,360 reviews)",,0,$318 total
"Element New York Times Square West, a Marriott Hotel",2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.8,Good,(996 reviews),Breakfast included,0,$309 total
Four Points By Sheraton New York Downtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.4,Good,"(1,001 reviews)",,0,$242 total
Sky Hotel Flushing/LaGuardia Airport,2023/3/1,2023/3/8,2023/3/11,0,3,Flushing,,,,,0,$94 total
Hotel Hayden,2023/3/1,2023/3/8,2023/3/11,0,3,Chelsea,7.8,Good,(916 reviews),,Fully refundable,$426 total
Moxy Brooklyn Willamsburg,2023/3/1,2023/3/8,2023/3/11,0,3,Williamsburg,,,,,0,$255 total
Royalton New York,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,8.0,Very Good,"(1,000 reviews)",,Fully refundable,$305 total
The Ridge Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,(931 reviews),,0,$253 total
Hotel 32 32,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.0,Very Good,"(1,284 reviews)",,0,$302 total
Hotel Belleclaire,2023/3/1,2023/3/8,2023/3/11,0,3,Upper West Side,8.4,Very Good,"(1,001 reviews)",Breakfast included,Fully refundable,$306 total
Arlo Midtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.2,Wonderful,"(3,075 reviews)",,0,$396 total
Park Central Hotel New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.0,Very Good,"(1,885 reviews)",,Fully refundable,$418 total
Residence Inn by Marriott New York JFK Airport,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,9.4,Exceptional,(35 reviews),Breakfast included,0,$213 total
The Park Ave North,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.6,Good,(573 reviews),,0,$129 total
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,9.2,Wonderful,"(1,219 reviews)",,0,$348 total
Madison LES Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.8,Good,(358 reviews),Breakfast included,Fully refundable,$232 total
Hampton Inn NY-JFK,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.6,Good,"(1,216 reviews)",Breakfast included,0,$181 total
The Marlton Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,Greenwich Village,9.0,Wonderful,"(1,000 reviews)",Breakfast included,Fully refundable,$393 total
The Hotel Chelsea,2023/3/1,2023/3/8,2023/3/11,0,3,Chelsea,9.6,Exceptional,(120 reviews),,Fully refundable,$401 total
Archer Hotel New York,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,9.0,Wonderful,"(1,002 reviews)",,0,$436 total
Hotel On Rivington,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,(998 reviews),,0,$286 total
Courtyard New York Manhattan/ Midtown East,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,"(1,254 reviews)",,0,$402 total
Four Points by Sheraton Manhattan SoHo Village,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,000 reviews)",,0,$240 total
Omni Berkshire Place,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$447 total
Conrad New York Midtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.4,Very Good,(999 reviews),,0,$703 total
Bentley Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,6.6,"(1,001 reviews)",,,0,$268 total
Arthouse Hotel New York City,2023/3/1,2023/3/8,2023/3/11,0,3,Upper West Side,8.2,Very Good,"(1,002 reviews)",,0,$311 total
St Marks Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,6.2,(934 reviews),,,Fully refundable,$130 total
Hudson River Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.0,Good,(998 reviews),,0,$188 total
The Gallivant Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,6.6,"(1,757 reviews)",,,Fully refundable,$238 total
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,"(1,002 reviews)",,Fully refundable,$267 total
The Lombardy Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$375 total
TownePlace Suites by Marriott New York Brooklyn,2023/3/1,2023/3/8,2023/3/11,0,3,Brooklyn,8.6,Excellent,(89 reviews),Breakfast included,0,$305 total
W New York - Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,8.4,Very Good,"(1,002 reviews)",,0,$461 total
The Plaza Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$917 total
The Solita Soho Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.6,Good,(997 reviews),,0,$201 total
"Blue Angel Hotel NYC, Ascend Hotel Collection",2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,(845 reviews),,0,$255 total
"Holiday Inn LIC LaGuardia West, an IHG Hotel",2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.8,Good,(53 reviews),,Fully refundable,$180 total
Loews Regency New York Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,(999 reviews),,Fully refundable,$578 total
New York Marriott Marquis,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,9.0,Wonderful,"(1,518 reviews)",,0,$611 total
The Central Park North,2023/3/1,2023/3/8,2023/3/11,0,3,New York,6.8,(582 reviews),,,0,$117 total
TRYP by Wyndham New York City Times Square / Midtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,6.6,"(1,161 reviews)",,,0,$279 total
Hyatt Grand Central New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.8,Good,"(1,625 reviews)",,0,$379 total
Dylan Hotel NYC,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.8,Good,"(1,000 reviews)",,Fully refundable,$346 total
Hotel Riu Plaza New York Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,"(3,130 reviews)",Breakfast included,Fully refundable,$392 total
Four Points by Sheraton Midtown-Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.4,Very Good,"(1,000 reviews)",,Fully refundable,$393 total
Paramount Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,7.2,Good,"(1,004 reviews)",,0,$285 total
Hyatt Centric Wall Street New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,(999 reviews),,0,$367 total
RIU Plaza Manhattan Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,Theater District,8.8,Excellent,"(1,808 reviews)",,Fully refundable,$369 total
Concorde Hotel New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.0,Wonderful,(972 reviews),,0,$399 total
DoubleTree by Hilton New York Downtown,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.2,Good,"(1,147 reviews)",,0,$255 total
John Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,Flushing,8.2,Very Good,"(1,001 reviews)",Breakfast included,Fully refundable,$134 total
Hilton Garden Inn New York/West 35th Street,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.0,Wonderful,"(1,001 reviews)",,0,$373 total
Fitzpatrick Grand Central,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$334 total
Arlo SoHo,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,307 reviews)",,0,$386 total
Park Terrace Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,9.2,Wonderful,"(1,001 reviews)",,0,$483 total
The Standard High Line,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.4,Very Good,(749 reviews),,Fully refundable,$588 total
Ramada by Wyndham New York Times Square West,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.6,Good,"(1,001 reviews)",Breakfast included,0,$256 total
Hilton Club The Quin New York,2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,8.6,Excellent,"(1,000 reviews)",,0,$383 total
Casa Azul Hotel Blu JFK,2023/3/1,2023/3/8,2023/3/11,0,3,Queens,7.0,Good,(174 reviews),,0,$117 total
Iberostar 70 Park Avenue,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.8,Excellent,"(1,000 reviews)",,0,$354 total
YOTEL New York Times Square,2023/3/1,2023/3/8,2023/3/11,0,3,New York,7.0,Good,"(1,872 reviews)",,Fully refundable,$342 total
Hilton Garden Inn New York/Manhattan-Midtown East,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,000 reviews)",,0,$334 total
"EVEN Hotel Brooklyn, an IHG Hotel",2023/3/1,2023/3/8,2023/3/11,0,3,Brooklyn,8.0,Very Good,"(1,000 reviews)",,0,$236 total
Virgin Hotels New York City,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,(9 reviews),Pool,Fully refundable,$507 total
"Club Quarters Hotel, Grand Central",2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,139 reviews)",,0,$331 total
"Club Quarters, Times Square - Midtown",2023/3/1,2023/3/8,2023/3/11,0,3,Central New York City,8.4,Very Good,"(1,728 reviews)",,0,$314 total
NobleDEN Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.4,Exceptional,"(1,000 reviews)",,0,$329 total
Ink 48 Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,002 reviews)",,0,$420 total
JW Marriott Essex House New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.6,Excellent,(999 reviews),,0,$678 total
Freehand New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,"(1,001 reviews)",,0,$363 total
Omni Berkshire Place,2023/3/1,2023/3/8,2023/3/11,0,3,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$447 total
Super 8 by Wyndham Bronx Near Botanical Garden,2023/3/1,2023/3/8,2023/3/11,0,3,Bronx,8.2,Very Good,(15 reviews),,0,$129 total
Moderne Hotel,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.2,Very Good,(996 reviews),,0,$294 total
Executive Hotel Le Soleil New York,2023/3/1,2023/3/8,2023/3/11,0,3,New York,8.4,Very Good,"(1,788 reviews)",,0,$381 total
The Hoxton Williamsburg,2023/3/1,2023/3/8,2023/3/12,1,4,Williamsburg,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$347 total
Cachet Boutique New York,2023/3/1,2023/3/8,2023/3/12,1,4,New York,7.6,Good,"(1,002 reviews)",,0,$287 total
Hotel Hendricks,2023/3/1,2023/3/8,2023/3/12,1,4,Central New York City,8.2,Very Good,"(1,002 reviews)",,Fully refundable,$358 total
Arlo Midtown,2023/3/1,2023/3/8,2023/3/12,1,4,New York,9.2,Wonderful,"(3,075 reviews)",,0,$396 total
"PUBLIC, an Ian Schrager hotel",2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.0,Very Good,"(1,447 reviews)",,0,$446 total
Hard Rock Hotel New York,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,9.2,Wonderful,(696 reviews),,Fully refundable,$599 total
Hotel Edison Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,7.8,Good,"(2,725 reviews)",Breakfast included,Fully refundable,$375 total
The Dominick,2023/3/1,2023/3/8,2023/3/12,1,4,New York,9.0,Wonderful,"(1,000 reviews)",Pool,Fully refundable,$933 total
The MUSE New York,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,8.8,Excellent,"(1,001 reviews)",,0,$533 total
YOTEL New York Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,New York,7.0,Good,"(1,872 reviews)",,Fully refundable,$342 total
New York Marriott Marquis,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,9.0,Wonderful,"(1,518 reviews)",,0,$611 total
Millennium Hotel Broadway Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,7.0,Good,"(6,043 reviews)",,Fully refundable,$379 total
The Westin New York at Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,8.6,Excellent,"(2,129 reviews)",,0,$466 total
Sheraton New York Times Square Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,8.2,Very Good,"(1,199 reviews)",,0,$403 total
Margaritaville Resort Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,9.0,Wonderful,"(1,638 reviews)",Pool,Fully refundable,$409 total
Loews Regency New York Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.8,Excellent,(999 reviews),,Fully refundable,$578 total
The Manhattan at Times Square Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,5.6,"(2,625 reviews)",,,Fully refundable,$327 total
Hyatt Grand Central New York,2023/3/1,2023/3/8,2023/3/12,1,4,New York,7.8,Good,"(1,625 reviews)",,0,$379 total
M Social Hotel Times Square New York,2023/3/1,2023/3/8,2023/3/12,1,4,Theater District,8.8,Excellent,"(2,799 reviews)",,Fully refundable,$444 total
Equinox Hotel New York,2023/3/1,2023/3/8,2023/3/12,1,4,New York,9.0,Wonderful,(304 reviews),Pool,0,"$1,011 total"
Park Central Hotel New York,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.0,Very Good,"(1,885 reviews)",,Fully refundable,$418 total
"InterContinental New York Times Square, an IHG Hotel",2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.2,Very Good,"(1,040 reviews)",,Fully refundable,$526 total
"The Langham, New York, Fifth Avenue",2023/3/1,2023/3/8,2023/3/12,1,4,New York,9.4,Exceptional,"(1,001 reviews)",,0,$810 total
The Westin New York Grand Central,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.6,Excellent,"(1,168 reviews)",,0,$400 total
The New Yorker A Wyndham Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.0,Very Good,"(2,559 reviews)",,Fully refundable,$368 total
Soho Grand Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,SoHo,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$589 total
Empire Hotel,2023/3/1,2023/3/8,2023/3/12,1,4,New York,7.4,Good,"(1,287 reviews)",Pool,0,$292 total
Pod Times Square,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.6,Excellent,"(2,777 reviews)",,Fully refundable,$461 total
NoMo SoHo,2023/3/1,2023/3/8,2023/3/12,1,4,SoHo,8.0,Very Good,"(1,000 reviews)",,0,$430 total
Hotel Hayden,2023/3/1,2023/3/8,2023/3/12,1,4,Chelsea,7.8,Good,(916 reviews),,Fully refundable,$426 total
Moxy Brooklyn Willamsburg,2023/3/1,2023/3/8,2023/3/12,1,4,Williamsburg,,,,,0,$255 total
"Moxy NYC Times Square, a Marriott Hotel",2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.4,Very Good,"(1,060 reviews)",,0,$435 total
Millennium Downtown New York,2023/3/1,2023/3/8,2023/3/12,1,4,New York,7.4,Good,"(2,501 reviews)",,Fully refundable,$398 total
The Standard High Line,2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.4,Very Good,(749 reviews),,Fully refundable,$588 total
Park Lane New York,2023/3/1,2023/3/8,2023/3/12,1,4,Central New York City,8.8,Excellent,(297 reviews),,0,$628 total
"Hotel Indigo Lower East Side New York, an IHG Hotel",2023/3/1,2023/3/8,2023/3/12,1,4,New York,8.0,Very Good,"(1,000 reviews)",Pool,0,$339 total
