Name,DateOfSearch,Checkin,Checkout,NumOfWeekendDays,Nights,District,Score,Rating,Review,Includes,Refundable,Price
"InterContinental New York Barclay, an IHG Hotel",2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.6,Excellent,"(1,002 reviews)",,Fully refundable,$509 total
The New York EDITION,2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.0,Wonderful,(372 reviews),,0,$777 total
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$341 total
Hilton Club West 57th Street New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.2,Wonderful,(223 reviews),,0,$395 total
New York Marriott Marquis,2023/3/1,2023/3/2,2023/3/3,0,1,Theater District,9.0,Wonderful,"(1,518 reviews)",,0,$611 total
Millennium Downtown New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.4,Good,"(2,501 reviews)",,Fully refundable,$398 total
W New York - Times Square,2023/3/1,2023/3/2,2023/3/3,0,1,Theater District,8.4,Very Good,"(1,002 reviews)",,0,$461 total
"EVEN Hotel Brooklyn, an IHG Hotel",2023/3/1,2023/3/2,2023/3/3,0,1,Brooklyn,8.0,Very Good,"(1,000 reviews)",,0,$236 total
"Element New York Times Square West, a Marriott Hotel",2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.8,Good,(996 reviews),Breakfast included,0,$309 total
Loews Regency New York Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.8,Excellent,(999 reviews),,Fully refundable,$578 total
Concorde Hotel New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.0,Wonderful,(972 reviews),,0,$399 total
"The Langham, New York, Fifth Avenue",2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.4,Exceptional,"(1,001 reviews)",,0,$810 total
The Lombardy Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$375 total
Hilton Club The Quin New York,2023/3/1,2023/3/2,2023/3/3,0,1,Central New York City,8.6,Excellent,"(1,000 reviews)",,0,$383 total
The Solita Soho Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.6,Good,(997 reviews),,0,$201 total
1 Hotel Central Park,2023/3/1,2023/3/2,2023/3/3,0,1,Central New York City,9.0,Wonderful,"(1,000 reviews)",,0,$747 total
Hotel Belleclaire,2023/3/1,2023/3/2,2023/3/3,0,1,Upper West Side,8.4,Very Good,"(1,001 reviews)",Breakfast included,Fully refundable,$306 total
Arlo SoHo,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.2,Very Good,"(1,307 reviews)",,0,$386 total
Park Central Hotel New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.0,Very Good,"(1,885 reviews)",,Fully refundable,$418 total
The Ridge Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.2,Very Good,(931 reviews),,0,$253 total
Bentley Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,6.6,"(1,001 reviews)",,,0,$268 total
Arthouse Hotel New York City,2023/3/1,2023/3/2,2023/3/3,0,1,Upper West Side,8.2,Very Good,"(1,002 reviews)",,0,$311 total
Millennium Hilton New York One UN Plaza,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.0,Very Good,"(1,575 reviews)",,0,$423 total
Courtyard by Marriott New York JFK Airport,2023/3/1,2023/3/2,2023/3/3,0,1,Queens,8.0,Very Good,(999 reviews),Airport shuttle included,0,$230 total
Millennium Hotel Broadway Times Square,2023/3/1,2023/3/2,2023/3/3,0,1,Theater District,7.0,Good,"(6,043 reviews)",,Fully refundable,$379 total
Wyndham Garden LaGuardia South,2023/3/1,2023/3/2,2023/3/3,0,1,Queens,7.6,Good,"(1,002 reviews)",,0,$129 total
Madison LES Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.8,Good,(358 reviews),Breakfast included,Fully refundable,$232 total
The Plaza Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,Central New York City,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$917 total
The Central Park North,2023/3/1,2023/3/2,2023/3/3,0,1,New York,6.8,(582 reviews),,,0,$117 total
The Westin New York at Times Square,2023/3/1,2023/3/2,2023/3/3,0,1,Theater District,8.6,Excellent,"(2,129 reviews)",,0,$466 total
YOTEL New York Times Square,2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.0,Good,"(1,872 reviews)",,Fully refundable,$342 total
Pendry Manhattan West,2023/3/1,2023/3/2,2023/3/3,0,1,Chelsea,9.6,Exceptional,(101 reviews),,0,$784 total
Margaritaville Resort Times Square,2023/3/1,2023/3/2,2023/3/3,0,1,Theater District,9.0,Wonderful,"(1,638 reviews)",Pool,Fully refundable,$409 total
Courtyard New York Manhattan/ Midtown East,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.6,Excellent,"(1,254 reviews)",,0,$402 total
Roxy Hotel New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$523 total
Radisson Hotel JFK Airport,2023/3/1,2023/3/2,2023/3/3,0,1,Queens,6.8,"(1,001 reviews)",,Airport shuttle included,Fully refundable,$214 total
Iberostar 70 Park Avenue,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.8,Excellent,"(1,000 reviews)",,0,$354 total
Virgin Hotels New York City,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.6,Excellent,(9 reviews),Pool,Fully refundable,$507 total
The Plaza Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,Central New York City,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$917 total
Freehand New York,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.2,Very Good,"(1,001 reviews)",,0,$363 total
"Moxy NYC Downtown, a Marriott Hotel",2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.6,Excellent,(739 reviews),,0,$342 total
Renaissance New York Midtown Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,9.2,Wonderful,"(1,000 reviews)",,0,$679 total
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",2023/3/1,2023/3/2,2023/3/3,0,1,Queens,7.0,Good,(371 reviews),Breakfast included,Fully refundable,$162 total
The Bryant Park Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,Central New York City,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$547 total
"The L Hotel, Ascend Hotel Collection",2023/3/1,2023/3/2,2023/3/3,0,1,Brooklyn,7.8,Good,(435 reviews),Breakfast included,Fully refundable,$110 total
The Sohotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.4,Very Good,(999 reviews),,Fully refundable,$306 total
Hotel 57,2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.4,Very Good,"(1,000 reviews)",,0,$301 total
Off Soho Suites Hotel,2023/3/1,2023/3/2,2023/3/3,0,1,New York,7.6,Good,(988 reviews),,Fully refundable,$202 total
"Martinique New York on Broadway, Curio Collection by Hilton",2023/3/1,2023/3/2,2023/3/3,0,1,New York,8.6,Excellent,"(1,001 reviews)",,0,$423 total
The Hoxton Williamsburg,2023/3/1,2023/3/2,2023/3/4,0,2,Williamsburg,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$347 total
Hampton Inn Manhattan/Times Square Central,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.6,Excellent,"(1,338 reviews)",Breakfast included,Fully refundable,$381 total
Cachet Boutique New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.6,Good,"(1,002 reviews)",,0,$287 total
"PUBLIC, an Ian Schrager hotel",2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.0,Very Good,"(1,447 reviews)",,0,$446 total
Hampton Inn NY-JFK,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,7.6,Good,"(1,216 reviews)",Breakfast included,0,$181 total
Comfort Inn JFK Airport,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,8.0,Very Good,"(1,414 reviews)",Breakfast included,0,$155 total
Hilton New York JFK Airport,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,7.4,Good,"(1,002 reviews)",Airport shuttle included,0,$193 total
citizenM New York Bowery,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.2,Wonderful,"(1,282 reviews)",,Fully refundable,$301 total
The MUSE New York,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.8,Excellent,"(1,001 reviews)",,0,$533 total
Arlo NoMad,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.0,Very Good,"(1,594 reviews)",,0,$353 total
Paramount Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,7.2,Good,"(1,004 reviews)",,0,$285 total
Empire Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.4,Good,"(1,287 reviews)",Pool,0,$292 total
St Marks Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,6.2,(934 reviews),,,Fully refundable,$130 total
Chelsea Inn,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.6,Good,(998 reviews),,0,$224 total
Trump International Hotel & Tower New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.2,Wonderful,"(1,000 reviews)",Pool,0,$753 total
Broadway Plaza Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,"(1,154 reviews)",,0,$290 total
The Gallivant Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,6.6,"(1,757 reviews)",,,Fully refundable,$238 total
Hotel 32 32,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.0,Very Good,"(1,284 reviews)",,0,$302 total
DoubleTree by Hilton New York Downtown,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.2,Good,"(1,147 reviews)",,0,$256 total
The Fifty Sonesta Select New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.2,Very Good,"(1,004 reviews)",,0,$293 total
Hyatt Grand Central New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.8,Good,"(1,625 reviews)",,0,$379 total
Ameritania Hotel at Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.4,Very Good,"(1,119 reviews)",,0,$304 total
Royalton New York,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,8.0,Very Good,"(1,000 reviews)",,Fully refundable,$298 total
Hudson River Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.0,Good,(998 reviews),,0,$188 total
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,"(1,002 reviews)",,Fully refundable,$267 total
"Club Quarters, Times Square - Midtown",2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,8.4,Very Good,"(1,728 reviews)",,0,$314 total
Hilton Garden Inn New York/Times Square Central,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.2,Very Good,"(1,001 reviews)",,0,$329 total
Fairfield Inn by Marriott JFK Airport,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,8.4,Very Good,"(1,002 reviews)",Breakfast included,0,$204 total
Nine Orchard,2023/3/1,2023/3/2,2023/3/4,0,2,New York,10.0,Exceptional,(1 review),Breakfast included,Fully refundable,$537 total
Moxy Brooklyn Willamsburg,2023/3/1,2023/3/2,2023/3/4,0,2,Williamsburg,,,,,0,$255 total
Omni Berkshire Place,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$447 total
"Avion Inn Near LGA Airport, Ascend Hotel Collection",2023/3/1,2023/3/2,2023/3/4,0,2,Queens,7.2,Good,"(1,000 reviews)",Breakfast included,0,$144 total
Hotel Riu Plaza New York Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,"(3,130 reviews)",Breakfast included,Fully refundable,$392 total
Four Points by Sheraton Flushing,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,8.6,Excellent,(534 reviews),Pool,0,$173 total
Hilton New York Fashion District,2023/3/1,2023/3/2,2023/3/4,0,2,Chelsea,8.0,Very Good,"(1,000 reviews)",,0,$361 total
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,9.2,Wonderful,"(1,219 reviews)",,0,$348 total
The Park Ave North,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.6,Good,(573 reviews),,0,$129 total
RIU Plaza Manhattan Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.8,Excellent,"(1,808 reviews)",,Fully refundable,$369 total
Artezen Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.4,Exceptional,"(1,360 reviews)",,0,$318 total
Four Points By Sheraton New York Downtown,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.4,Good,"(1,001 reviews)",,0,$242 total
The Westin New York Grand Central,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,"(1,168 reviews)",,0,$400 total
The Belvedere Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,"(2,239 reviews)",,Fully refundable,$337 total
The Benjamin Royal Sonesta New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,"(1,002 reviews)",,Fully refundable,$391 total
The New York EDITION,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.0,Wonderful,(372 reviews),,0,$777 total
"Element New York Times Square West, a Marriott Hotel",2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.8,Good,(996 reviews),Breakfast included,0,$309 total
"InterContinental New York Barclay, an IHG Hotel",2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,"(1,002 reviews)",,Fully refundable,$509 total
Hilton Club West 57th Street New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.2,Wonderful,(223 reviews),,0,$395 total
New York Marriott Marquis,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,9.0,Wonderful,"(1,518 reviews)",,0,$611 total
Conrad New York Midtown,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.4,Very Good,(999 reviews),,0,$703 total
TownePlace Suites by Marriott New York Brooklyn,2023/3/1,2023/3/2,2023/3/4,0,2,Brooklyn,8.6,Excellent,(89 reviews),Breakfast included,0,$305 total
Park Terrace Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,9.2,Wonderful,"(1,001 reviews)",,0,$483 total
Hilton Club The Quin New York,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,8.6,Excellent,"(1,000 reviews)",,0,$383 total
Archer Hotel New York,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,9.0,Wonderful,"(1,002 reviews)",,0,$436 total
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.0,Wonderful,"(1,001 reviews)",,Fully refundable,$341 total
Pestana Park Avenue,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,(321 reviews),,0,$329 total
Millennium Downtown New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.4,Good,"(2,501 reviews)",,Fully refundable,$398 total
Courtyard by Marriott New York JFK Airport,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,8.0,Very Good,(999 reviews),Airport shuttle included,0,$230 total
W New York - Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.4,Very Good,"(1,002 reviews)",,0,$461 total
"EVEN Hotel Brooklyn, an IHG Hotel",2023/3/1,2023/3/2,2023/3/4,0,2,Brooklyn,8.0,Very Good,"(1,000 reviews)",,0,$236 total
Radio Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,(327 reviews),,0,$218 total
Hyatt Centric Wall Street New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,(999 reviews),,0,$367 total
The Solita Soho Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.6,Good,(997 reviews),,0,$201 total
Fitzpatrick Grand Central,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.0,Wonderful,"(1,000 reviews)",,Fully refundable,$334 total
Millennium Hilton New York One UN Plaza,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.0,Very Good,"(1,575 reviews)",,0,$423 total
Hotel Belleclaire,2023/3/1,2023/3/2,2023/3/4,0,2,Upper West Side,8.4,Very Good,"(1,001 reviews)",Breakfast included,Fully refundable,$306 total
Loews Regency New York Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,(999 reviews),,Fully refundable,$578 total
Park Central Hotel New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.0,Very Good,"(1,885 reviews)",,Fully refundable,$418 total
Arthouse Hotel New York City,2023/3/1,2023/3/2,2023/3/4,0,2,Upper West Side,8.2,Very Good,"(1,002 reviews)",,0,$311 total
Concorde Hotel New York,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.0,Wonderful,(972 reviews),,0,$399 total
The Lombardy Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$375 total
The Ridge Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.2,Very Good,(931 reviews),,0,$253 total
Bentley Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,6.6,"(1,001 reviews)",,,0,$268 total
Arlo SoHo,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.2,Very Good,"(1,307 reviews)",,0,$386 total
"The Langham, New York, Fifth Avenue",2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.4,Exceptional,"(1,001 reviews)",,0,$810 total
Wyndham Garden LaGuardia South,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,7.6,Good,"(1,002 reviews)",,0,$129 total
1 Hotel Central Park,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,9.0,Wonderful,"(1,000 reviews)",,0,$747 total
Millennium Hotel Broadway Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,7.0,Good,"(6,043 reviews)",,Fully refundable,$379 total
The Westin New York at Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.6,Excellent,"(2,129 reviews)",,0,$466 total
Courtyard New York Manhattan/ Midtown East,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,"(1,254 reviews)",,0,$402 total
The Central Park North,2023/3/1,2023/3/2,2023/3/4,0,2,New York,6.8,(582 reviews),,,0,$117 total
Madison LES Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.8,Good,(358 reviews),Breakfast included,Fully refundable,$232 total
"Moxy NYC Downtown, a Marriott Hotel",2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,(739 reviews),,0,$342 total
Margaritaville Resort Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,9.0,Wonderful,"(1,638 reviews)",Pool,Fully refundable,$409 total
Radisson Hotel JFK Airport,2023/3/1,2023/3/2,2023/3/4,0,2,Queens,6.8,"(1,001 reviews)",,Airport shuttle included,Fully refundable,$214 total
Hilton New York Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,Theater District,8.2,Very Good,"(1,003 reviews)",,0,$368 total
YOTEL New York Times Square,2023/3/1,2023/3/2,2023/3/4,0,2,New York,7.0,Good,"(1,872 reviews)",,Fully refundable,$342 total
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",2023/3/1,2023/3/2,2023/3/4,0,2,Queens,7.0,Good,(371 reviews),Breakfast included,Fully refundable,$162 total
Renaissance New York Midtown Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,New York,9.2,Wonderful,"(1,000 reviews)",,0,$679 total
Virgin Hotels New York City,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.6,Excellent,(9 reviews),Pool,Fully refundable,$507 total
The Plaza Hotel,2023/3/1,2023/3/2,2023/3/4,0,2,Central New York City,8.8,Excellent,"(1,000 reviews)",,Fully refundable,$917 total
Iberostar 70 Park Avenue,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.8,Excellent,"(1,000 reviews)",,0,$354 total
Hotel 57,2023/3/1,2023/3/2,2023/3/4,0,2,New York,8.4,Very Good,"(1,000 reviews)",,0,$301 total
