Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
NH Collection New York Madison Avenue,2023/3/1,2023/3/16,2023/3/21,2,5,Premium Double or Twin Room,Beds: 1 double or 2 twins,0,"1,166 reviews",Very Good,8.2,0,0,2 km from center,"Murray Hill, New York",4,$444 taxes and charges,No Discount,"US$1,708"
"The New Yorker, A Wyndham Hotel",2023/3/1,2023/3/16,2023/3/21,2,5,Standard Room with Two Double Beds,2 full beds,0,"8,912 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,2 km from center,"Hell's Kitchen, New York",4,$469 taxes and charges,No Discount,"US$1,935"
The Evelyn NoMad,2023/3/1,2023/3/16,2023/3/21,2,5,Deluxe Queen Room,1 queen bed,Breakfast included,"2,612 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$390 taxes and charges,No Discount,"US$1,478"
Hilton Club The Quin New York,2023/3/1,2023/3/16,2023/3/21,2,5,Deluxe King Studio Plus,1 king bed,0,916 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$350 taxes and charges,No Discount,"US$2,251"
Pestana Park Avenue,2023/3/1,2023/3/16,2023/3/21,2,5,Superior Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$325 taxes and charges,"US$1,403","US$1,305"
Aliz Hotel Times Square,2023/3/1,2023/3/16,2023/3/21,2,5,Deluxe King Room,1 king bed,0,"3,584 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$393 taxes and charges,"US$1,625","US$1,381"
"Park South Hotel, part of JdV by Hyatt",2023/3/1,2023/3/16,2023/3/21,2,5,Queen Room,1 queen bed,0,184 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,2.8 km from center,"NoMad, New York",4,$388 taxes and charges,No Discount,"US$1,345"
DoubleTree by Hilton Hotel New York City - Chelsea,2023/3/1,2023/3/16,2023/3/21,2,5,Queen Room with Roll in Shower,1 queen bed,0,"1,242 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$175 taxes and charges,No Discount,"US$1,068"
Sixty LES,2023/3/1,2023/3/16,2023/3/21,2,5,Queen Studio,1 queen bed,0,"1,051 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$388 taxes and charges,"US$1,435","US$1,148"
Hotel Edison Times Square,2023/3/1,2023/3/16,2023/3/21,2,5,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,163 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$435 taxes and charges,No Discount,"US$1,468"
Executive Hotel Le Soleil New York,2023/3/1,2023/3/16,2023/3/21,2,5,Executive Queen Suite with Sofa Bed,"Private suite
2 beds (1 sofa bed, 1 queen)",0,"2,463 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$330 taxes and charges,No Discount,"US$1,465"
The Time New York,2023/3/1,2023/3/16,2023/3/21,2,5,Superior King Room,1 king bed,Breakfast included,"1,212 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$392 taxes and charges,No Discount,"US$1,369"
Warwick New York,2023/3/1,2023/3/16,2023/3/21,2,5,Premier King Bed,1 king bed,0,"4,409 reviews",Good,7.8,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$443 taxes and charges,No Discount,"US$1,755"
Refinery Hotel - New York,2023/3/1,2023/3/16,2023/3/21,2,5,Studio King Room,1 king bed,0,268 reviews,Very Good,8.2,0,0,1.8 km from center,"Manhattan, New York",5,$527 taxes and charges,No Discount,"US$1,879"
"Le Meridien New York, Central Park by Marriott",2023/3/1,2023/3/16,2023/3/21,2,5,"Guest Room, 1 King, Cozy King",1 king bed,0,439 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,500 m from center,"Manhattan, New York",5,$341 taxes and charges,"US$4,121","US$2,019"
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,2023/3/1,2023/3/16,2023/3/21,2,5,"Studio, 1 King",1 king bed,Breakfast included,52 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,3.1 km from center,"Flatiron District, New York",3,$235 taxes and charges,No Discount,"US$1,475"
"Hotel Indigo NYC Financial District, an IHG Hotel",2023/3/1,2023/3/16,2023/3/21,2,5,King Room - Hearing Accessible/Non-Smoking,1 king bed,0,62 reviews,Wonderful,9.0,0,0,7.2 km from center,"Wall Street - Financial District, New York",3,$175 taxes and charges,No Discount,"US$1,065"
Hilton Garden Inn New York Times Square North,2023/3/1,2023/3/16,2023/3/21,2,5,King Room with City View,1 king bed,0,"2,409 reviews",Good,7.7,0,0,1.3 km from center,"Manhattan, New York",4,$256 taxes and charges,No Discount,"US$1,618"
"Club Quarters Hotel Times Square, New York",2023/3/1,2023/3/16,2023/3/21,2,5,Standard Queen Room,1 queen bed,0,"2,512 reviews",Good,7.8,0,0,1.3 km from center,"Manhattan, New York",4,$213 taxes and charges,No Discount,"US$1,326"
Hyatt Grand Central New York,2023/3/1,2023/3/16,2023/3/21,2,5,Deluxe King Room,1 king bed,0,"1,211 reviews",Good,7.3,0,0,1.9 km from center,"Midtown East, New York",4,$430 taxes and charges,No Discount,"US$1,224"
The Westin New York at Times Square,2023/3/1,2023/3/16,2023/3/21,2,5,"Traditional King, Guest room, 1 King",1 king bed,0,733 reviews,Good,7.9,0,0,1.3 km from center,"Manhattan, New York",5,$377 taxes and charges,No Discount,"US$1,423"
Grayson Hotel,2023/3/1,2023/3/16,2023/3/21,2,5,King Room,1 king bed,0,47 reviews,Very Good,8.1,0,0,1.8 km from center,"Manhattan, New York",4,$347 taxes and charges,No Discount,"US$1,182"
The Knickerbocker,2023/3/1,2023/3/16,2023/3/21,2,5,Premier Room with One King Bed,1 king bed,0,"1,328 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$602 taxes and charges,"US$2,765","US$2,212"
The James New York - NoMad,2023/3/1,2023/3/16,2023/3/21,2,5,Queen Room,1 queen bed,0,500 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$449 taxes and charges,"US$1,520","US$1,368"
Pestana Park Avenue,2023/3/1,2023/3/17,2023/3/18,0,1,Classic Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$69 taxes and charges,No Discount,US$289
Margaritaville Resort Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,0,"1,355 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",4,$127 taxes and charges,No Discount,US$392
The Cloud One New York-Downtown,2023/3/1,2023/3/17,2023/3/18,0,1,King Room with City View,1 king bed,0,508 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$43 taxes and charges,No Discount,US$269
Hyatt House New York/Chelsea,2023/3/1,2023/3/17,2023/3/18,0,1,Den Guestroom with King Bed,1 king bed,Breakfast included,552 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",3,$54 taxes and charges,No Discount,US$329
M Social Hotel Times Square New York,2023/3/1,2023/3/17,2023/3/18,0,1,Social City View King,1 king bed,0,"5,510 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$103 taxes and charges,No Discount,US$399
Pod Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Standard Bunk Bed Room,2 twin beds,0,"12,746 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.4 km from center,"Hell's Kitchen, New York",4,$82 taxes and charges,No Discount,US$379
"InterContinental New York Barclay Hotel, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,Classic Double Room,,0,897 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$100 taxes and charges,No Discount,US$299
Sofitel New York,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,0,521 reviews,Good,7.5,Free cancellation,0,1.4 km from center,"Manhattan, New York",4,$90 taxes and charges,No Discount,US$359
Hyatt Place NYC Chelsea,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,Breakfast included,"6,328 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$56 taxes and charges,No Discount,US$359
CIVILIAN Hotel,2023/3/1,2023/3/17,2023/3/18,0,1,Double Room,1 queen bed,0,"1,154 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$56 taxes and charges,No Discount,US$359
West Side YMCA,2023/3/1,2023/3/17,2023/3/18,0,1,Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,454 reviews",Review score,6.6,0,0,350 m from center,"Upper West Side, New York",3,$10 taxes and charges,US$118,US$100
citizenM New York Bowery,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,"2,207 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$51 taxes and charges,No Discount,US$319
"Le Meridien New York, Central Park by Marriott",2023/3/1,2023/3/17,2023/3/18,0,1,"Guest Room, 1 King, Cozy King",1 king bed,0,439 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,500 m from center,"Manhattan, New York",5,$85 taxes and charges,No Discount,US$379
"Holiday Inn Express - Times Square South, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,King Room with View - Non-Smoking,1 king bed,Breakfast included,"3,304 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",3,$55 taxes and charges,No Discount,US$348
Moxy NYC East Village,2023/3/1,2023/3/17,2023/3/18,0,1,"Guest room, 1 Queen",1 queen bed,0,"1,699 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,4.1 km from center,"East Village, New York",4,$89 taxes and charges,No Discount,US$349
citizenM New York Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,"2,787 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$59 taxes and charges,No Discount,US$379
Hilton Garden Inn New York/Midtown Park Avenue,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,832 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,2.4 km from center,"Manhattan, New York",3,$48 taxes and charges,No Discount,US$304
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,Breakfast included,"3,023 reviews",Good,7.9,Free cancellation,0,2.4 km from center,"Chelsea, New York",3,$67 taxes and charges,No Discount,US$313
Hyatt Centric Times Square New York,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,650 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,1.2 km from center,"Manhattan, New York",4,$106 taxes and charges,No Discount,US$429
Executive Hotel Le Soleil New York,2023/3/1,2023/3/17,2023/3/18,0,1,Executive Queen Suite with Sofa Bed,"Private suite
2 beds (1 sofa bed, 1 queen)",0,"2,463 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$329
HGU New York,2023/3/1,2023/3/17,2023/3/18,0,1,King Standard,1 king bed,Breakfast included,"1,537 reviews",Good,7.4,FREE cancellation • No prepayment needed,0,2.4 km from center,"Manhattan, New York",4,$51 taxes and charges,No Discount,US$325
Soho Grand Hotel,2023/3/1,2023/3/17,2023/3/18,0,1,Soho King Room,1 king bed,0,"1,215 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,5.5 km from center,"SoHo, New York",4,$113 taxes and charges,No Discount,US$469
Millennium Downtown New York,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,0,"3,596 reviews",Good,7.4,FREE cancellation • No prepayment needed,0,6.8 km from center,"Wall Street - Financial District, New York",4,$82 taxes and charges,No Discount,US$260
"The New Yorker, A Wyndham Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,Standard Queen Room with View,1 queen bed,0,"8,912 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,2 km from center,"Hell's Kitchen, New York",4,$96 taxes and charges,No Discount,US$399
Iroquois New York Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Superior Queen Room,1 queen bed,Breakfast included,"1,710 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",5,$93 taxes and charges,No Discount,US$395
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,Breakfast included,"3,023 reviews",Good,7.9,Free cancellation,0,2.4 km from center,"Chelsea, New York",3,$67 taxes and charges,No Discount,US$313
Hyatt Centric Times Square New York,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,650 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,1.2 km from center,"Manhattan, New York",4,$106 taxes and charges,No Discount,US$429
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,824 reviews,Excellent,8.6,Free cancellation,0,5.9 km from center,"Chinatown, New York",4,$81 taxes and charges,No Discount,US$329
Hard Rock Hotel New York,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,0,"1,236 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",5,$129 taxes and charges,No Discount,US$539
Hotel Belleclaire Central Park,2023/3/1,2023/3/17,2023/3/18,0,1,Premium 1 King City View,1 king bed,Breakfast included,"2,303 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.6 km from center,"Upper West Side, New York",4,$91 taxes and charges,No Discount,US$429
The James New York - NoMad,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room,1 queen bed,0,500 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$91 taxes and charges,US$299,US$284
Riu Plaza New York Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Deluxe Superior King with views,1 king bed,0,"6,341 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,1 km from center,"Hell's Kitchen, New York",4,$107 taxes and charges,US$658,US$474
Hotel Edison Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,163 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$104 taxes and charges,No Discount,US$409
Residence Inn by Marriott New York Manhattan/Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Studio with Sofa Bed,"2 beds (1 sofa bed, 1 queen)",Breakfast included,"3,077 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Manhattan, New York",4,$63 taxes and charges,No Discount,US$389
"Hotel Indigo NYC Financial District, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,King Room with Mobility Accessible Transfer Shower,1 king bed,0,62 reviews,Wonderful,9.0,Free cancellation,0,7.2 km from center,"Wall Street - Financial District, New York",3,$45 taxes and charges,No Discount,US$278
U Hotel Fifth Avenue I Empire State Building,2023/3/1,2023/3/17,2023/3/18,0,1,Double Room,1 full bed,0,"1,698 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$75 taxes and charges,No Discount,US$330
Pod 51,2023/3/1,2023/3/17,2023/3/18,0,1,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,032 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",3,$69 taxes and charges,No Discount,US$289
Dylan Hotel NYC,2023/3/1,2023/3/17,2023/3/18,0,,Executive King Room,1 queen bed,0,"2,358 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Murray Hill, New York",4,$71 taxes and charges,No Discount,
Hotel Hendricks,2023/3/1,2023/3/17,2023/3/18,0,1,Empire State View Queen,1 queen bed,0,"1,577 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$95 taxes and charges,No Discount,US$389
Lotte New York Palace,2023/3/1,2023/3/17,2023/3/18,0,1,Superior Room with King Bed,1 king bed,0,330 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,1.3 km from center,"Midtown East, New York",5,$87 taxes and charges,No Discount,US$565
Sixty LES,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Studio,1 queen bed,0,"1,051 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$92 taxes and charges,No Discount,US$329
The Belvedere Hotel,2023/3/1,2023/3/17,2023/3/18,0,1,Executive King Room,1 king bed,0,"3,634 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$81 taxes and charges,No Discount,US$359
Walker Hotel Greenwich Village,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room (The Grove),1 queen bed,0,827 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,3.7 km from center,"Greenwich Village, New York",4,$71 taxes and charges,No Discount,US$455
Hotel Lucerne,2023/3/1,2023/3/17,2023/3/18,0,1,Deluxe Double Room,2 full beds,0,"1,012 reviews",Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$79 taxes and charges,No Discount,US$509
Ace Hotel New York,2023/3/1,2023/3/17,2023/3/18,0,1,Single Room,1 full bed,0,"1,019 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$85 taxes and charges,No Discount,US$278
Dream Downtown,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,650 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,3.4 km from center,"Chelsea, New York",4,$97 taxes and charges,No Discount,US$245
Pod 39,2023/3/1,2023/3/17,2023/3/18,0,1,Bunk Bed Room,1 bunk bed,0,"5,961 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$69 taxes and charges,No Discount,US$289
Walker Hotel Tribeca,2023/3/1,2023/3/17,2023/3/18,0,,Walker Queen Room,1 queen bed,0,"1,262 reviews",Very Good,8.1,0,0,5.8 km from center,"Chinatown, New York",4,$48 taxes and charges,No Discount,
Hilton Garden Inn West 35th Street,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,"2,504 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$50 taxes and charges,No Discount,US$313
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/3/1,2023/3/17,2023/3/18,0,1,1 Queen Bed,1 queen bed,Breakfast included,"4,087 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$67 taxes and charges,No Discount,US$429
Pod 51,2023/3/1,2023/3/17,2023/3/18,0,1,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,032 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",3,$69 taxes and charges,No Discount,US$289
The Benjamin Royal Sonesta New York,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room,1 queen bed,0,590 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$95 taxes and charges,US$331,US$281
Hampton Inn Manhattan/Downtown- Financial District,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room,1 queen bed,0,659 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,7.7 km from center,"Wall Street - Financial District, New York",3,$39 taxes and charges,No Discount,US$242
33 Seaport Hotel New York,2023/3/1,2023/3/17,2023/3/18,0,,Superior Courtyard King,1 king bed,0,288 reviews,Excellent,8.7,Free cancellation,0,6.9 km from center,"Wall Street - Financial District, New York",5,$57 taxes and charges,No Discount,
Hilton New York Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,76 reviews,Good,7.9,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$105 taxes and charges,No Discount,US$473
City Club Hotel,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Luxe Room,1 queen bed,0,"1,230 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$305
TownePlace Suites by Marriott New York Manhattan/Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,King Studio - Hearing Accessible,"Entire studio • 1 bathroom • 25m²
1 king bed",0,"1,451 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",3,$70 taxes and charges,No Discount,US$439
The Kitano Hotel New York,2023/3/1,2023/3/17,2023/3/18,0,,Superior Room,,0,457 reviews,Very Good,8.5,Free cancellation,0,2.1 km from center,"Murray Hill, New York",4,$47 taxes and charges,No Discount,
Hampton Inn Times Square Central,2023/3/1,2023/3/17,2023/3/18,0,1,King Room - Disability Access/Hearing Accessible,1 king bed,Breakfast included,"2,267 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$65 taxes and charges,No Discount,US$419
Walker Hotel Greenwich Village,2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room (The Grove),1 queen bed,0,827 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,3.7 km from center,"Greenwich Village, New York",4,$71 taxes and charges,No Discount,US$455
"EVEN Midtown East - Grand Central, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,Standard King Room,1 king bed,0,888 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Midtown East, New York",4,$81 taxes and charges,No Discount,US$329
Four Points by Sheraton Midtown - Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,King Room,1 king bed,0,"1,955 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$66 taxes and charges,US$499,US$424
The Manhattan at Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,Run of House,1 full bed,0,"4,008 reviews",Review score,5.6,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$97 taxes and charges,US$449,US$359
Archer Hotel New York,2023/3/1,2023/3/17,2023/3/18,0,1,Classic Queen Guest Room With Tub,1 queen bed,0,717 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$50 taxes and charges,No Discount,US$314
Wyndham Garden Chinatown,2023/3/1,2023/3/17,2023/3/18,0,,Superior Queen Room Non-Smoking,1 queen bed,0,613 reviews,Good,7.6,Free cancellation,0,5.8 km from center,"Lower East Side, New York",4,$40 taxes and charges,No Discount,
Hilton Garden Inn New York/Manhattan-Chelsea,2023/3/1,2023/3/17,2023/3/18,0,1,King Room Higher Floor,1 king bed,0,"3,058 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",3,$51 taxes and charges,No Discount,US$322
"Hotel Shocard Broadway, Times Square",2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room,1 queen bed,0,"1,070 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$80 taxes and charges,No Discount,US$320
The Knickerbocker,2023/3/1,2023/3/17,2023/3/18,0,1,Premier Room with One King Bed,1 king bed,0,"1,328 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$140 taxes and charges,No Discount,US$575
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,2023/3/1,2023/3/17,2023/3/18,0,1,2 Queen Beds,2 queen beds,Breakfast included,"5,173 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$79 taxes and charges,No Discount,US$509
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/3/1,2023/3/17,2023/3/18,0,1,"Accessible, Guest room, 1 Queen",1 queen bed,Breakfast included,"4,599 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$77 taxes and charges,No Discount,US$499
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,2023/3/1,2023/3/17,2023/3/18,0,1,King Studio,"Entire studio • 1 bathroom • 25m²
1 king bed",Breakfast included,"1,024 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,6.9 km from center,"Wall Street - Financial District, New York",4,$53 taxes and charges,No Discount,US$319
The Time New York,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,Breakfast included,"1,212 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$93 taxes and charges,No Discount,US$375
"Marriott Vacation Club Pulse, New York City",2023/3/1,2023/3/17,2023/3/18,0,1,Queen Room with Transfer Shower - Mobility Accessible,1 queen bed,0,114 reviews,Excellent,8.9,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",4,$62 taxes and charges,No Discount,US$399
"InterContinental New York Times Square, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,Classic Corner King Room,"2 beds (1 king, 1 sofa bed)",0,"1,354 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$120 taxes and charges,No Discount,US$479
Hotel Indigo Lower East Side New York,2023/3/1,2023/3/17,2023/3/18,0,1,Deluxe King Room,1 king bed,0,734 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$94 taxes and charges,No Discount,US$349
"Crowne Plaza Times Square Manhattan, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,King Room with Square View,1 king bed,0,"1,387 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,0.9 km from center,"Manhattan, New York",4,$131 taxes and charges,No Discount,US$589
Smyth Tribeca,2023/3/1,2023/3/17,2023/3/18,0,1,Superior King Room,1 king bed,0,277 reviews,Very Good,8.4,Free cancellation,0,6.3 km from center,"Tribeca, New York",4,$113 taxes and charges,No Discount,US$389
Residence Inn by Marriott New York Manhattan/Central Park,2023/3/1,2023/3/17,2023/3/18,0,1,King Studio,"Entire studio • 1 bathroom • 20m²
1 king bed",Breakfast included,"1,287 reviews",Very Good,8.4,0,0,450 m from center,"Manhattan, New York",4,$73 taxes and charges,No Discount,US$458
Virgin Hotels New York City,2023/3/1,2023/3/17,2023/3/18,0,1,Chamber King,1 king bed,0,3 reviews,Review score,5.7,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$103 taxes and charges,No Discount,US$405
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/1,2023/3/17,2023/3/18,0,1,Queen Studio - Disability Access,1 queen bed,0,"1,380 reviews",Good,7.5,Free cancellation,0,1.6 km from center,"Hell's Kitchen, New York",3,$73 taxes and charges,No Discount,US$343
Michelangelo Hotel,2023/3/1,2023/3/17,2023/3/18,0,1,Executive King Room,1 king bed,0,685 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$130 taxes and charges,No Discount,US$529
