Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Margaritaville Resort Times Square,2023/2/27,2023/2/28,2023/3/1,0,,King Room - Disability Access,1 king bed,0,"1,347 reviews",Excellent,8.7,0,0,1.5 km from center,"Manhattan, New York",4,$80 taxes and charges,No Discount,
Pod Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Bunk Bed Room,2 twin beds,0,"12,730 reviews",Very Good,8.1,0,0,1.4 km from center,"Hell's Kitchen, New York",4,$40 taxes and charges,No Discount,US$95
The Herald 8 by LuxUrban,2023/2/27,2023/2/28,2023/3/1,0,1,Large Double Room,1 king bed,0,"2,108 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$23 taxes and charges,No Discount,US$134
Riu Plaza Manhattan Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Family King,"2 beds (1 king, 1 sofa bed)",0,"6,345 reviews",Excellent,8.6,0,0,1 km from center,"Manhattan, New York",4,$60 taxes and charges,US$220,US$159
Hyatt Place New York City/Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,Breakfast included,"14,979 reviews",Good,7.6,0,0,1.7 km from center,"Hell's Kitchen, New York",4,$25 taxes and charges,No Discount,US$145
YOTEL New York Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Premium Queen View,1 queen bed,0,"3,795 reviews",Good,7.1,0,0,1.5 km from center,"Hell's Kitchen, New York",4,$63 taxes and charges,US$125,US$113
Park Central,2023/2/27,2023/2/28,2023/3/1,0,1,Classic King Room,1 king bed,0,"2,560 reviews",Good,7.6,0,0,400 m from center,"Manhattan, New York",4,$63 taxes and charges,No Discount,US$111
Hotel Edison Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Classic 1 Queen Bed,1 queen bed,Breakfast included,"11,194 reviews",Good,7.3,0,0,1 km from center,"Manhattan, New York",4,$60 taxes and charges,No Discount,US$109
Millennium Hotel Broadway Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,0,"5,864 reviews",Good,7.0,0,0,1.3 km from center,"Manhattan, New York",4,$54 taxes and charges,US$119,US$107
Empire Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Queen Room,1 queen bed,0,"2,488 reviews",Review score,6.8,0,0,400 m from center,"Upper West Side, New York",4,$44 taxes and charges,No Discount,US$119
SpringHill Suites by Marriott New York Manhattan Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,"Private suite
1 king bed",Breakfast included,"3,666 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$27 taxes and charges,No Discount,US$159
"The New Yorker, A Wyndham Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,Standard Queen Room,1 queen bed,0,"8,899 reviews",Good,7.7,0,0,2 km from center,"Hell's Kitchen, New York",4,$53 taxes and charges,No Discount,US$109
The Cloud One New York-Downtown,2023/2/27,2023/2/28,2023/3/1,0,1,Standard King Room,1 king bed,0,503 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$25 taxes and charges,No Discount,US$149
The Belvedere Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Standard King Room,1 king bed,0,"3,635 reviews",Very Good,8.0,0,0,0.9 km from center,"Hell's Kitchen, New York",4,$45 taxes and charges,No Discount,US$109
Hilton Garden Inn New York Central Park South-Midtown West,2023/2/27,2023/2/28,2023/3/1,0,1,Double Room with Two Double Beds,2 full beds,0,"5,414 reviews",Good,7.1,0,0,450 m from center,"Manhattan, New York",4,$29 taxes and charges,No Discount,US$170
City Club Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Petite Room,1 full bed,0,"1,231 reviews",Good,7.3,0,0,1.4 km from center,"Manhattan, New York",4,$40 taxes and charges,No Discount,US$89
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,229 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$27 taxes and charges,No Discount,US$159
Wingate by Wyndham New York Midtown South/5th Ave,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room - Non-Smoking,1 queen bed,Breakfast included,"1,508 reviews",Good,7.9,0,0,1.9 km from center,"Manhattan, New York",3,$19 taxes and charges,No Discount,US$108
TBA Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,012 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$20 taxes and charges,No Discount,US$109
U Hotel Fifth Avenue I Empire State Building,2023/2/27,2023/2/28,2023/3/1,0,1,Double Room,1 full bed,0,"1,692 reviews",Good,7.9,0,0,2.1 km from center,"Manhattan, New York",3,$40 taxes and charges,No Discount,US$90
CIVILIAN Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Double Room,1 queen bed,0,"1,145 reviews",Very Good,8.5,0,0,0.9 km from center,"Hell's Kitchen, New York",4,$27 taxes and charges,No Discount,US$159
Hilton New York Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,74 reviews,Good,7.8,0,0,1.4 km from center,"Manhattan, New York",4,$55 taxes and charges,No Discount,US$135
Hyatt Place New York/Midtown-South,2023/2/27,2023/2/28,2023/3/1,0,1,King Room - High Floor,1 king bed,Breakfast included,"2,168 reviews",Very Good,8.1,0,0,2 km from center,"Manhattan, New York",4,$31 taxes and charges,No Discount,US$183
West Side YMCA,2023/2/27,2023/2/28,2023/3/1,0,1,Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,449 reviews",Review score,6.6,0,0,350 m from center,"Upper West Side, New York",3,$10 taxes and charges,US$107,US$91
Hotel Indigo Lower East Side New York,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,734 reviews,Good,7.6,0,0,5.2 km from center,"Lower East Side, New York",4,$65 taxes and charges,No Discount,US$149
Hilton Garden Inn New York Central Park South-Midtown West,2023/2/27,2023/2/28,2023/3/1,0,1,Double Room with Two Double Beds,2 full beds,0,"5,414 reviews",Good,7.1,0,0,450 m from center,"Manhattan, New York",4,$29 taxes and charges,No Discount,US$170
Fairfield Inn by Marriott New York Manhattan/Financial District,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,Breakfast included,"2,269 reviews",Good,7.5,0,0,7.2 km from center,"Wall Street - Financial District, New York",3,$21 taxes and charges,No Discount,US$119
Embassy Suites By Hilton New York Manhattan Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,Breakfast included,"4,103 reviews",Good,7.9,0,0,1.9 km from center,"Manhattan, New York",4,$60 taxes and charges,No Discount,US$149
Hotel Indigo Lower East Side New York,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,734 reviews,Good,7.6,0,0,5.2 km from center,"Lower East Side, New York",4,$65 taxes and charges,No Discount,US$149
"Hotel Shocard Broadway, Times Square",2023/2/27,2023/2/28,2023/3/1,0,1,Standard Double Room,1 full bed,0,"1,071 reviews",Good,7.7,0,0,1.5 km from center,"Manhattan, New York",3,$45 taxes and charges,No Discount,US$80
citizenM New York Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"2,793 reviews",Excellent,8.7,0,0,0.8 km from center,"Manhattan, New York",4,$29 taxes and charges,No Discount,US$174
TBA Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,012 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$20 taxes and charges,No Discount,US$109
Hotel Belleclaire Central Park,2023/2/27,2023/2/28,2023/3/1,0,1,Standard 1 Full,1 twin bed,Breakfast included,"2,318 reviews",Very Good,8.0,0,0,1.6 km from center,"Upper West Side, New York",4,$48 taxes and charges,US$159,US$135
Hyatt Herald Square New York,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe King Room,1 king bed,0,790 reviews,Very Good,8.0,0,0,2.4 km from center,"NoMad, New York",4,$46 taxes and charges,No Discount,US$135
Doubletree By Hilton New York Times Square West,2023/2/27,2023/2/28,2023/3/1,0,1,One King Bed Hearing Accessible,1 king bed,0,"14,273 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$20 taxes and charges,No Discount,US$109
Aliz Hotel Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"3,585 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$56 taxes and charges,No Discount,US$125
"Holiday Inn Express - Times Square South, an IHG Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Non-Smoking,1 king bed,Breakfast included,"3,307 reviews",Good,7.7,0,0,2 km from center,"Manhattan, New York",3,$25 taxes and charges,No Discount,US$149
Hyatt Place New York/Midtown-South,2023/2/27,2023/2/28,2023/3/1,0,1,King Room - High Floor,1 king bed,Breakfast included,"2,168 reviews",Very Good,8.1,0,0,2 km from center,"Manhattan, New York",4,$31 taxes and charges,No Discount,US$183
Nolitan Hotel SoHo - New York,2023/2/27,2023/2/28,2023/3/1,0,1,Superior Queen Room with Balcony,1 queen bed,0,"1,136 reviews",Good,7.9,0,0,5.4 km from center,"SoHo, New York",4,$54 taxes and charges,No Discount,US$150
Hotel 32 32,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Studio with Balcony,1 queen bed,0,755 reviews,Review score,6.9,0,0,2.4 km from center,"Manhattan, New York",4,$48 taxes and charges,US$143,US$107
Cambria Hotel New York - Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Disability Access,1 king bed,0,"2,578 reviews",Very Good,8.0,0,0,2.5 km from center,"Chelsea, New York",4,$26 taxes and charges,No Discount,US$154
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,Breakfast included,"4,605 reviews",Good,7.6,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$24 taxes and charges,No Discount,US$139
Four Points by Sheraton New York Downtown,2023/2/27,2023/2/28,2023/3/1,0,1,"Guest room, 1 Queen",1 queen bed,0,"2,134 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",3,$20 taxes and charges,No Discount,US$109
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room - Non-Smoking,1 queen bed,0,534 reviews,Excellent,8.7,0,0,1.5 km from center,"Midtown East, New York",3,$45 taxes and charges,No Discount,US$124
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,Queen Studio - Disability Access,1 queen bed,0,"1,385 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$41 taxes and charges,No Discount,US$127
citizenM New York Bowery,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"2,205 reviews",Excellent,8.8,0,0,5.4 km from center,"Lower East Side, New York",4,$29 taxes and charges,No Discount,US$174
Four Points by Sheraton Midtown - Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"1,971 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$21 taxes and charges,US$139,US$118
Courtyard by Marriott New York Manhattan/Central Park,2023/2/27,2023/2/28,2023/3/1,0,1,King or Queen Room with City View,1 queen bed,0,"3,277 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,450 m from center,"Manhattan, New York",4,$40 taxes and charges,No Discount,US$249
La Quinta by Wyndham Time Square South,2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Non-Smoking,1 king bed,Breakfast included,"2,059 reviews",Very Good,8.1,0,0,1.7 km from center,"Hell's Kitchen, New York",3,$41 taxes and charges,No Discount,US$107
Broadway Plaza Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Two Queen (Renovated room),2 queen beds,0,529 reviews,Very Good,8.5,0,0,2.7 km from center,"NoMad, New York",3,$35 taxes and charges,No Discount,US$125
Hilton Garden Inn New York Central Park South-Midtown West,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Queen Room,1 queen bed,0,"1,013 reviews",Very Good,8.5,0,0,1.7 km from center,"Upper West Side, New York",4,$30 taxes and charges,No Discount,US$179
Fairfield Inn by Marriott New York Manhattan/Financial District,2023/2/27,2023/2/28,2023/3/1,0,1,"Guest room, 1 Queen",1 queen bed,0,"2,134 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",3,$20 taxes and charges,No Discount,US$109
Embassy Suites By Hilton New York Manhattan Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Superior Queen Room,1 queen bed,Breakfast included,"1,212 reviews",Good,7.5,0,0,0.8 km from center,"Manhattan, New York",4,$61 taxes and charges,No Discount,US$157
Hotel Indigo Lower East Side New York,2023/2/27,2023/2/28,2023/3/1,0,1,Fashionista King,1 king bed,0,712 reviews,Excellent,8.7,0,0,1.8 km from center,"Hell's Kitchen, New York",4,$49 taxes and charges,US$129,US$116
"Hotel Shocard Broadway, Times Square",2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Two Queen (Renovated room),2 queen beds,0,529 reviews,Very Good,8.5,0,0,2.7 km from center,"NoMad, New York",3,$35 taxes and charges,No Discount,US$125
citizenM New York Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Queen Room,1 queen bed,0,"4,005 reviews",Review score,5.6,0,0,0.7 km from center,"Manhattan, New York",4,$57 taxes and charges,US$109,US$87
TBA Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"3,585 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$56 taxes and charges,No Discount,US$125
Hotel Belleclaire Central Park,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,"2,511 reviews",Good,7.8,0,0,1.3 km from center,"Manhattan, New York",4,$24 taxes and charges,No Discount,US$139
Hyatt Herald Square New York,2023/2/27,2023/2/28,2023/3/1,0,1,Bunk Bed Room,1 bunk bed,0,"5,942 reviews",Very Good,8.1,0,0,2.1 km from center,"Murray Hill, New York",3,$41 taxes and charges,No Discount,US$99
Doubletree By Hilton New York Times Square West,2023/2/27,2023/2/28,2023/3/1,0,1,Classic Room,1 queen bed,0,852 reviews,Very Good,8.5,0,0,1.9 km from center,"Murray Hill, New York",4,$50 taxes and charges,US$199,US$159
Aliz Hotel Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,051 reviews",Good,7.8,0,0,1.7 km from center,"Midtown East, New York",3,$39 taxes and charges,No Discount,US$85
"Holiday Inn Express - Times Square South, an IHG Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,Queen Studio with Balcony,1 queen bed,0,755 reviews,Review score,6.9,0,0,2.4 km from center,"Manhattan, New York",4,$48 taxes and charges,US$143,US$107
Hyatt Place New York/Midtown-South,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,Breakfast included,583 reviews,Very Good,8.1,0,0,3 km from center,"Kips Bay, New York",3,$47 taxes and charges,No Discount,US$99
Nolitan Hotel SoHo - New York,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Double Room with Two Double Beds,2 full beds,0,890 reviews,Very Good,8.3,0,0,2 km from center,"Midtown East, New York",4,$56 taxes and charges,No Discount,US$164
Hotel 32 32,2023/2/27,2023/2/28,2023/3/1,0,1,Executive King Room,1 king bed,0,"2,465 reviews",Very Good,8.2,0,0,2 km from center,"Manhattan, New York",4,$46 taxes and charges,No Discount,US$169
Cambria Hotel New York - Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Deluxe,1 queen bed,Breakfast included,"1,537 reviews",Good,7.4,0,0,2.4 km from center,"Manhattan, New York",4,$26 taxes and charges,No Discount,US$155
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Queen Room with Two Queen Beds,2 queen beds,0,"1,307 reviews",Good,7.9,0,0,1.2 km from center,"Hell's Kitchen, New York",4,$68 taxes and charges,US$212,US$127
Four Points by Sheraton New York Downtown,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Queen Room,1 queen bed,Breakfast included,742 reviews,Very Good,8.2,0,0,400 m from center,"Manhattan, New York",5,$157 taxes and charges,No Discount,US$183
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",2023/2/27,2023/2/28,2023/3/1,0,1,King Room with King Bed,1 king bed,0,222 reviews,Good,7.8,0,0,1.9 km from center,"Manhattan, New York",4,$34 taxes and charges,No Discount,US$209
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Disability Access,1 king bed,0,"2,189 reviews",Good,7.6,0,0,0.9 km from center,"Manhattan, New York",3,$27 taxes and charges,No Discount,US$159
citizenM New York Bowery,2023/2/27,2023/2/28,2023/3/1,0,1,Superior Queen,1 queen bed,0,916 reviews,Good,7.9,0,0,1.6 km from center,"Upper West Side, New York",4,$67 taxes and charges,No Discount,US$129
Four Points by Sheraton Midtown - Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Den Guestroom with King Bed,1 king bed,Breakfast included,542 reviews,Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",3,$32 taxes and charges,No Discount,US$179
Courtyard by Marriott New York Manhattan/Central Park,2023/2/27,2023/2/28,2023/3/1,0,1,Room Selected at Check-In,1 full bed,Breakfast included,"3,023 reviews",Good,7.9,0,0,2.4 km from center,"Chelsea, New York",3,$41 taxes and charges,No Discount,US$139
,2023/2/27,2023/2/28,2023/3/1,0,1,Deluxe Studio with City View,"Entire studio • 1 bathroom • 20m²
2 beds (1 twin, 1 full)",Breakfast included,"1,292 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,450 m from center,"Manhattan, New York",4,$47 taxes and charges,No Discount,US$279
Broadway Plaza Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,255 reviews,Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$47 taxes and charges,No Discount,US$114
Leon Hotel LES,2023/2/27,2023/2/28,2023/3/1,0,1,Superior Queen Room,1 queen bed,0,"1,307 reviews",Very Good,8.1,0,0,5.9 km from center,"Lower East Side, New York",3,$49 taxes and charges,No Discount,US$86
Hampton Inn Manhattan/Downtown- Financial District,2023/2/27,2023/2/28,2023/3/1,0,1,1 Double Room - Disability Access/Non-Smoking,1 full bed,0,658 reviews,Good,7.6,0,0,7.7 km from center,"Wall Street - Financial District, New York",3,$21 taxes and charges,No Discount,US$116
"Distrikt Hotel New York City, Tapestry Collection by Hilton",2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,255 reviews,Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$47 taxes and charges,No Discount,US$114
Pod 51,2023/2/27,2023/2/28,2023/3/1,0,1,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,051 reviews",Good,7.8,0,0,1.7 km from center,"Midtown East, New York",3,$39 taxes and charges,No Discount,US$85
Hilton Garden Inn Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Disability Access,1 king bed,0,"2,189 reviews",Good,7.6,0,0,0.9 km from center,"Manhattan, New York",3,$27 taxes and charges,No Discount,US$159
Selina Chelsea,2023/2/27,2023/2/28,2023/3/1,0,,Economy Double Room,1 full bed,0,234 reviews,Good,7.1,0,0,2.7 km from center,"Chelsea, New York",4,$43 taxes and charges,No Discount,
Archer Hotel New York,2023/2/27,2023/2/28,2023/3/1,0,,Classic King Guest Room,1 king bed,0,719 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$49 taxes and charges,No Discount,
DoubleTree by Hilton New York Times Square South,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"4,373 reviews",Good,7.9,0,0,1.8 km from center,"Hell's Kitchen, New York",4,$24 taxes and charges,No Discount,US$139
"Club Quarters Hotel Grand Central, New York",2023/2/27,2023/2/28,2023/3/1,0,1,Small Queen Room,1 queen bed,0,"2,266 reviews",Very Good,8.0,0,0,1.8 km from center,"Midtown East, New York",4,$28 taxes and charges,No Discount,US$169
Warwick New York,2023/2/27,2023/2/28,2023/3/1,0,1,Premier King Bed,1 king bed,0,"4,409 reviews",Good,7.8,0,0,0.7 km from center,"Manhattan, New York",4,$66 taxes and charges,No Discount,US$195
TRYP by Wyndham New York City Times Square - Midtown,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,"2,287 reviews",Review score,6.9,0,0,1.9 km from center,"Hell's Kitchen, New York",4,$47 taxes and charges,No Discount,US$125
Millennium Premier New York Times Square,2023/2/27,2023/2/28,2023/3/1,0,1,Premier Queen Room,1 queen bed,Breakfast included,"1,862 reviews",Review score,6.9,0,0,1.2 km from center,"Manhattan, New York",4,$63 taxes and charges,No Discount,US$130
Citadines Connect Fifth Avenue New York,2023/2/27,2023/2/28,2023/3/1,0,1,Premier King Room,1 king bed,Breakfast included,"3,012 reviews",Good,7.7,0,0,1.4 km from center,"Manhattan, New York",3,$45 taxes and charges,No Discount,US$129
"The Jewel Hotel, New York",2023/2/27,2023/2/28,2023/3/1,0,1,Mobility Accessible Room,1 queen bed,0,"1,612 reviews",Excellent,8.6,0,0,1 km from center,"Manhattan, New York",4,$28 taxes and charges,No Discount,US$169
Michelangelo Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Executive King Room,1 king bed,0,681 reviews,Very Good,8.5,0,0,0.7 km from center,"Manhattan, New York",4,$86 taxes and charges,No Discount,US$229
Hyatt Place NYC Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,Breakfast included,"6,257 reviews",Good,7.9,0,0,2.8 km from center,"Chelsea, New York",4,$31 taxes and charges,No Discount,US$189
DoubleTree by Hilton New York Downtown,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"3,404 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,7.6 km from center,"Wall Street - Financial District, New York",4,$25 taxes and charges,No Discount,US$149
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,Breakfast included,465 reviews,Good,7.4,0,0,1.9 km from center,"Manhattan, New York",3,$24 taxes and charges,No Discount,US$139
Homewood Suites Midtown Manhattan Times Square South,2023/2/27,2023/2/28,2023/3/1,0,1,Efficiency King Studio with Sofa Bed,"Entire studio • 1 bathroom • 28m²
2 beds (1 king, 1 sofa bed)",Breakfast included,"2,965 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",3,$39 taxes and charges,No Discount,US$239
Dream Midtown,2023/2/27,2023/2/28,2023/3/1,0,1,Accessible Queen,1 queen bed,0,677 reviews,Good,7.5,0,0,400 m from center,"Manhattan, New York",4,$61 taxes and charges,No Discount,US$155
DoubleTree by Hilton Hotel New York City - Chelsea,2023/2/27,2023/2/28,2023/3/1,0,1,King Room,1 king bed,0,"1,238 reviews",Good,7.3,0,0,2.5 km from center,"Chelsea, New York",4,$23 taxes and charges,No Discount,US$129
Sheraton Tribeca New York Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Standard King Room,1 king bed,0,"2,451 reviews",Good,7.6,0,0,5.6 km from center,"Tribeca, New York",4,$27 taxes and charges,No Discount,US$159
"Hotel Indigo NYC Financial District, an IHG Hotel",2023/2/27,2023/2/28,2023/3/1,0,1,King Room - Hearing Accessible/Non-Smoking,1 king bed,0,61 reviews,Wonderful,9.0,FREE cancellation • No prepayment needed,0,7.2 km from center,"Wall Street - Financial District, New York",3,$25 taxes and charges,No Discount,US$149
Shoreham Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Queen Room,1 queen bed,0,"1,248 reviews",Good,7.3,0,0,0.8 km from center,"Manhattan, New York",4,$34 taxes and charges,No Discount,US$129
The Pearl Hotel,2023/2/27,2023/2/28,2023/3/1,0,1,Superior Queen Room,1 queen bed,Breakfast included,951 reviews,Excellent,8.6,0,0,0.8 km from center,"Manhattan, New York",4,$70 taxes and charges,No Discount,US$220
SoHo 54,2023/2/27,2023/2/28,2023/3/2,0,2,Quadruple Room - Disability Access,2 full beds,0,"1,571 reviews",Review score,6.9,0,0,5.3 km from center,"SoHo, New York",3,$105 taxes and charges,No Discount,US$198
Margaritaville Resort Times Square,2023/2/27,2023/2/28,2023/3/2,0,2,Standard Queen Room,1 queen bed,0,"1,347 reviews",Excellent,8.7,0,0,1.5 km from center,"Manhattan, New York",4,$180 taxes and charges,No Discount,US$278
The Herald 8 by LuxUrban,2023/2/27,2023/2/28,2023/3/2,0,2,Large Double Room,1 king bed,0,"2,108 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$51 taxes and charges,No Discount,US$303
Pod Times Square,2023/2/27,2023/2/28,2023/3/2,0,2,Standard Bunk Bed Room,2 twin beds,0,"12,730 reviews",Very Good,8.1,0,0,1.4 km from center,"Hell's Kitchen, New York",4,$82 taxes and charges,No Discount,US$194
Riu Plaza Manhattan Times Square,2023/2/27,2023/2/28,2023/3/2,0,2,Deluxe Family King,"2 beds (1 king, 1 sofa bed)",0,"6,345 reviews",Excellent,8.6,0,0,1 km from center,"Manhattan, New York",4,$128 taxes and charges,US$510,US$367
YOTEL New York Times Square,2023/2/27,2023/2/28,2023/3/2,0,2,Empire State Building View,1 full bed,0,"3,795 reviews",Good,7.1,0,0,1.5 km from center,"Hell's Kitchen, New York",4,$120 taxes and charges,US$205,US$185
Hotel Edison Times Square,2023/2/27,2023/2/28,2023/3/2,0,2,Classic 1 Queen Bed,1 queen bed,Breakfast included,"11,194 reviews",Good,7.3,0,0,1 km from center,"Manhattan, New York",4,$120 taxes and charges,No Discount,US$224
The Belvedere Hotel,2023/2/27,2023/2/28,2023/3/2,0,2,Standard King Room,1 king bed,0,"3,635 reviews",Very Good,8.0,0,0,0.9 km from center,"Hell's Kitchen, New York",4,$92 taxes and charges,No Discount,US$238
"The New Yorker, A Wyndham Hotel",2023/2/27,2023/2/28,2023/3/2,0,2,Standard Queen Room,1 queen bed,0,"8,899 reviews",Good,7.7,0,0,2 km from center,"Hell's Kitchen, New York",4,$107 taxes and charges,No Discount,US$228
Park Central,2023/2/27,2023/2/28,2023/3/2,0,2,Classic King Room,1 king bed,0,"2,560 reviews",Good,7.6,0,0,400 m from center,"Manhattan, New York",4,$129 taxes and charges,No Discount,US$238
The Cloud One New York-Downtown,2023/2/27,2023/2/28,2023/3/2,0,2,Standard King Room,1 king bed,0,503 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$54 taxes and charges,No Discount,US$318
Wingate by Wyndham New York Midtown South/5th Ave,2023/2/27,2023/2/28,2023/3/2,0,2,Queen Room - Non-Smoking,1 queen bed,Breakfast included,"1,508 reviews",Good,7.9,0,0,1.9 km from center,"Manhattan, New York",3,$42 taxes and charges,No Discount,US$240
