Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Hotel Hendricks,2023/2/27,2023/3/18,2023/3/21,2,3,Deluxe King Room,1 king bed,0,"1,576 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$221 taxes and charges,US$907,US$726
Iroquois New York Times Square,2023/2/27,2023/3/18,2023/3/21,2,3,Deluxe Queen Room,1 queen bed,Breakfast included,"1,710 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",5,$261 taxes and charges,No Discount,"US$1,069"
The Knickerbocker,2023/2/27,2023/3/18,2023/3/21,2,3,Superior Room with Two Queen Beds,2 queen beds,0,"1,326 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$356 taxes and charges,"US$1,520","US$1,292"
West Side YMCA,2023/2/27,2023/3/18,2023/3/21,2,3,Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,451 reviews",Review score,6.6,0,0,350 m from center,"Upper West Side, New York",3,$30 taxes and charges,US$341,US$290
W New York - Union Square,2023/2/27,2023/3/18,2023/3/21,2,3,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,0,165 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,3.5 km from center,"Union Square, New York",5,$164 taxes and charges,No Discount,US$966
Pestana Park Avenue,2023/2/27,2023/3/18,2023/3/21,2,3,Superior Room,1 queen bed,0,852 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$205 taxes and charges,"US$1,067",US$854
The Time New York,2023/2/27,2023/3/18,2023/3/21,2,3,Superior King Room,1 king bed,Breakfast included,"1,212 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$232 taxes and charges,No Discount,US$799
Archer Hotel New York,2023/2/27,2023/3/18,2023/3/21,2,3,Classic King Mobility- and Hearing-Accessible Guest Room With Tub,1 king bed,0,719 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$136 taxes and charges,No Discount,US$852
City Club Hotel,2023/2/27,2023/3/18,2023/3/21,2,3,Queen Luxe Room,1 queen bed,0,"1,231 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$182 taxes and charges,No Discount,US$699
Ace Hotel New York,2023/2/27,2023/3/18,2023/3/21,2,3,Single Room,1 full bed,0,"1,017 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$246 taxes and charges,No Discount,US$777
AC Hotel by Marriott New York Times Square,2023/2/27,2023/3/18,2023/3/21,2,3,King Room - Hearing Accessible,1 king bed,0,693 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,1.6 km from center,"Manhattan, New York",4,$156 taxes and charges,No Discount,US$987
The Moore,2023/2/27,2023/3/18,2023/3/21,2,3,Studio Queen,1 queen bed,0,843 reviews,Very Good,8.5,Free cancellation,0,3 km from center,"Chelsea, New York",4,$178 taxes and charges,No Discount,"US$1,135"
Hampton Inn Times Square Central,2023/2/27,2023/3/18,2023/3/21,2,3,King Room,1 king bed,Breakfast included,"2,266 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$154 taxes and charges,No Discount,US$972
Hotel Lucerne,2023/2/27,2023/3/18,2023/3/21,2,3,Deluxe Queen Room,1 queen bed,0,"1,013 reviews",Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$187 taxes and charges,No Discount,"US$1,197"
Pestana Park Avenue,2023/2/27,2023/3/18,2023/3/21,2,3,Superior Room,1 queen bed,0,852 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$205 taxes and charges,"US$1,067",US$854
Archer Hotel New York,2023/2/27,2023/3/18,2023/3/21,2,3,Classic King Guest Room,1 king bed,0,719 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$136 taxes and charges,No Discount,US$852
The Manhattan at Times Square,2023/2/27,2023/3/18,2023/3/21,2,3,Standard Queen Room,1 queen bed,0,"4,005 reviews",Review score,5.6,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$223 taxes and charges,US$817,US$613
Pod 39,2023/2/27,2023/3/18,2023/3/21,2,3,Bunk Bed Room,1 bunk bed,0,"5,942 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$184 taxes and charges,No Discount,US$707
ModernHaus SoHo,2023/2/27,2023/3/18,2023/3/21,2,3,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",5,$355 taxes and charges,No Discount,"US$1,275"
Dream Midtown,2023/2/27,2023/3/18,2023/3/21,2,3,Full Room,1 full bed,0,677 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,400 m from center,"Manhattan, New York",4,$213 taxes and charges,US$746,US$671
Soho Grand Hotel,2023/2/27,2023/3/18,2023/3/21,2,3,King Room,1 king bed,0,"1,211 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,5.5 km from center,"SoHo, New York",4,$325 taxes and charges,No Discount,"US$1,317"
Royalton New York,2023/2/27,2023/3/18,2023/3/21,2,3,Standard Queen Room,1 queen bed,0,"1,367 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$259 taxes and charges,No Discount,US$867
Michelangelo Hotel,2023/2/27,2023/3/18,2023/3/21,2,3,Executive King Room,1 king bed,0,682 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$353 taxes and charges,No Discount,"US$1,327"
The Evelyn NoMad,2023/2/27,2023/3/18,2023/3/21,2,3,Deluxe Queen Room,1 queen bed,Breakfast included,"2,615 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$265 taxes and charges,No Discount,"US$1,095"
City Club Hotel,2023/2/27,2023/3/18,2023/3/21,2,3,Queen Luxe Room,1 queen bed,0,"1,231 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$182 taxes and charges,No Discount,US$699
"EVEN Midtown East - Grand Central, an IHG Hotel",2023/2/27,2023/3/18,2023/3/21,2,3,Standard Double Room with Two Double Beds,2 full beds,0,890 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Midtown East, New York",4,$222 taxes and charges,No Discount,US$852
Ace Hotel New York,2023/2/27,2023/3/18,2023/3/21,2,3,Single Room,1 full bed,0,"1,017 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$246 taxes and charges,No Discount,US$777
The James New York - NoMad,2023/2/27,2023/3/18,2023/3/21,2,3,Queen Room,1 queen bed,0,499 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$269 taxes and charges,US$911,US$820
The Peninsula New York,2023/2/27,2023/3/18,2023/3/21,2,3,Superior King Room,1 king bed,0,536 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,0.9 km from center,"Manhattan, New York",5,$340 taxes and charges,No Discount,"US$2,085"
Residence Inn by Marriott New York Manhattan/Central Park,2023/2/27,2023/3/18,2023/3/21,2,3,King Studio,"Entire studio • 1 bathroom • 20m²
1 king bed",Breakfast included,"1,292 reviews",Very Good,8.4,0,0,450 m from center,"Manhattan, New York",4,$182 taxes and charges,No Discount,"US$1,122"
Park Lane New York,2023/2/27,2023/3/18,2023/3/21,2,3,Park Lane King,1 king bed,0,"1,630 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",5,$361 taxes and charges,"US$1,447","US$1,230"
The Hotel at Fifth Avenue,2023/2/27,2023/3/18,2023/3/21,2,3,King Room - Non-Smoking,1 king bed,0,"1,851 reviews",Good,7.1,Free cancellation,0,2.3 km from center,"Manhattan, New York",3,$185 taxes and charges,US$797,US$717
Residence Inn by Marriott New York Manhattan/Times Square,2023/2/27,2023/3/18,2023/3/21,2,3,Queen Studio with Sofa Bed,"2 beds (1 sofa bed, 1 queen)",Breakfast included,"3,081 reviews",Very Good,8.1,0,0,1.7 km from center,"Manhattan, New York",4,$130 taxes and charges,No Discount,US$772
The Frederick Hotel Tribeca,2023/2/27,2023/3/18,2023/3/21,2,3,Standard Room,1 full bed,Breakfast included,"1,461 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,6.3 km from center,"Tribeca, New York",5,$215 taxes and charges,No Discount,US$759
33 Seaport Hotel New York,2023/2/27,2023/3/18,2023/3/21,2,,Superior Courtyard King,1 king bed,0,287 reviews,Excellent,8.7,Free cancellation,0,6.9 km from center,"Wall Street - Financial District, New York",5,$152 taxes and charges,No Discount,
Margaritaville Resort Times Square,2023/2/27,2023/3/18,2023/3/22,2,,Deluxe King Room,1 king bed,0,"1,349 reviews",Excellent,8.8,0,0,1.5 km from center,"Manhattan, New York",4,$407 taxes and charges,No Discount,
The Herald 8 by LuxUrban,2023/2/27,2023/3/18,2023/3/22,2,4,Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 28m²
1 king bed",0,"2,115 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$143 taxes and charges,No Discount,US$887
Riu Plaza Manhattan Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,Deluxe Family King,"2 beds (1 king, 1 sofa bed)",0,"6,349 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$320 taxes and charges,"US$1,628","US$1,172"
The Cloud One New York-Downtown,2023/2/27,2023/3/18,2023/3/22,2,4,Standard King Room,1 king bed,0,503 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$130 taxes and charges,No Discount,US$786
"The New Yorker, A Wyndham Hotel",2023/2/27,2023/3/18,2023/3/22,2,4,Standard Queen Room,1 queen bed,0,"8,907 reviews",Good,7.7,Free cancellation,0,2 km from center,"Hell's Kitchen, New York",4,$240 taxes and charges,No Discount,US$628
SpringHill Suites by Marriott New York Manhattan Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,"Private suite
1 king bed",Breakfast included,"3,675 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$153 taxes and charges,No Discount,US$941
Pod Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,ADA Full Pod,1 full bed,0,"12,733 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.4 km from center,"Hell's Kitchen, New York",4,$219 taxes and charges,US$896,US$771
M Social Hotel Times Square New York,2023/2/27,2023/3/18,2023/3/22,2,4,Social City View King,1 king bed,0,"5,492 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$332 taxes and charges,"US$1,186","US$1,067"
Courtyard by Marriott New York Manhattan/Central Park,2023/2/27,2023/3/18,2023/3/22,2,4,King Room - City View,1 king bed,0,"3,277 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,450 m from center,"Manhattan, New York",4,$251 taxes and charges,No Discount,"US$1,606"
Hyatt Place New York City/Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"14,979 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$149 taxes and charges,No Discount,US$916
Fairfield Inn by Marriott New York Manhattan/Financial District,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room,1 queen bed,Breakfast included,"2,273 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,7.2 km from center,"Wall Street - Financial District, New York",3,$115 taxes and charges,No Discount,US$686
Hyatt Place NYC Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"6,257 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$179 taxes and charges,No Discount,"US$1,116"
Hyatt Place New York/Midtown-South,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"2,168 reviews",Very Good,8.1,Free cancellation,0,2 km from center,"Manhattan, New York",4,$202 taxes and charges,No Discount,"US$1,276"
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/2/27,2023/3/18,2023/3/22,2,4,1 Queen Bed,1 queen bed,Breakfast included,"4,077 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$165 taxes and charges,No Discount,"US$1,024"
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,2023/2/27,2023/3/18,2023/3/22,2,4,1 King Bed,1 king bed,Breakfast included,"5,177 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$170 taxes and charges,No Discount,"US$1,060"
Moxy NYC Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"3,732 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$301 taxes and charges,No Discount,"US$1,013"
U Hotel Fifth Avenue I Empire State Building,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room,1 queen bed,0,"1,692 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$211 taxes and charges,US$840,US$714
Hyatt House New York/Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,Den Guestroom with King Bed,1 king bed,Breakfast included,542 reviews,Very Good,8.1,Free cancellation,0,2.5 km from center,"Chelsea, New York",3,$196 taxes and charges,No Discount,"US$1,181"
Hotel Edison Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,194 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$327 taxes and charges,No Discount,"US$1,030"
The Belvedere Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,Executive King Room,1 king bed,0,"3,635 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$257 taxes and charges,"US$1,076",US$968
CIVILIAN Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,Double Room,1 queen bed,0,"1,145 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$187 taxes and charges,No Discount,"US$1,176"
citizenM New York Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"2,796 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$178 taxes and charges,No Discount,"US$1,111"
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"3,023 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.4 km from center,"Chelsea, New York",3,$209 taxes and charges,No Discount,US$853
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"4,603 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$182 taxes and charges,No Discount,"US$1,139"
DoubleTree by Hilton New York Times Square South,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"4,373 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$143 taxes and charges,No Discount,US$876
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,Breakfast included,"4,603 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$182 taxes and charges,No Discount,"US$1,139"
The Pearl Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,Deluxe Queen Room,1 queen bed,Breakfast included,951 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$363 taxes and charges,"US$1,529","US$1,376"
citizenM New York Bowery,2023/2/27,2023/3/18,2023/3/22,2,,King Room,1 king bed,0,"2,205 reviews",Excellent,8.8,0,0,5.4 km from center,"Lower East Side, New York",4,$174 taxes and charges,No Discount,
HGU New York,2023/2/27,2023/3/18,2023/3/22,2,,Queen Deluxe,1 queen bed,0,"1,537 reviews",Good,7.4,Free cancellation,0,2.4 km from center,"Manhattan, New York",4,$147 taxes and charges,No Discount,
Hilton Club The Quin New York,2023/2/27,2023/3/18,2023/3/22,2,4,Deluxe King Studio,1 king bed,0,913 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$251 taxes and charges,No Discount,"US$1,609"
Pod 51,2023/2/27,2023/3/18,2023/3/22,2,4,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,051 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",3,$214 taxes and charges,US$856,US$736
Graduate New York,2023/2/27,2023/3/18,2023/3/22,2,4,Graduate 2 Queen Beds,2 queen beds,0,"2,097 reviews",Very Good,8.5,Free cancellation,0,2.6 km from center,New York,4,$341 taxes and charges,"US$1,116","US$1,004"
Hilton Garden Inn Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room,1 queen bed,0,"2,189 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,0.9 km from center,"Manhattan, New York",3,$142 taxes and charges,No Discount,US$868
Executive Hotel Le Soleil New York,2023/2/27,2023/3/18,2023/3/22,2,4,Executive Queen Room,1 queen bed,0,"2,465 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$240 taxes and charges,No Discount,"US$1,066"
W New York - Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,"Wonderful Guest room, 1 King, City view",1 king bed,0,888 reviews,Good,7.7,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$305 taxes and charges,No Discount,"US$1,297"
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,229 reviews",Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",4,$140 taxes and charges,No Discount,US$852
Courtyard New York Downtown Manhattan/Financial District,2023/2/27,2023/3/18,2023/3/22,2,4,"Guest room, 1 King, City view",1 king bed,0,570 reviews,Good,7.3,FREE cancellation • No prepayment needed,0,7.1 km from center,"Wall Street - Financial District, New York",3,$124 taxes and charges,No Discount,US$745
DoubleTree by Hilton New York Times Square South,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"4,373 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$143 taxes and charges,No Discount,US$876
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/2/27,2023/3/18,2023/3/22,2,4,Queen Studio,1 queen bed,0,"1,385 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$206 taxes and charges,No Discount,US$780
"Staypineapple, An Artful Hotel, Midtown New York",2023/2/27,2023/3/18,2023/3/22,2,,Glamor King Mobility Accessible w/ Roll-in Shower,1 king bed,0,712 reviews,Excellent,8.7,Free cancellation,0,1.8 km from center,"Hell's Kitchen, New York",4,$262 taxes and charges,No Discount,
LUMA Hotel - Times Square,2023/2/27,2023/3/18,2023/3/22,2,,Urban Room With Two Queen Beds,2 queen beds,0,"2,093 reviews",Wonderful,9.0,Free cancellation,0,1.5 km from center,"Manhattan, New York",4,$219 taxes and charges,No Discount,
Michelangelo Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,Executive King Room,1 king bed,0,682 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$419 taxes and charges,"US$1,676","US$1,425"
Four Points by Sheraton Manhattan SoHo Village,2023/2/27,2023/3/18,2023/3/22,2,4,"Guest Room, 1 King",1 king bed,0,771 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5 km from center,"SoHo, New York",3,$136 taxes and charges,US$976,US$830
"Hotel Shocard Broadway, Times Square",2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room,1 queen bed,0,"1,071 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$230 taxes and charges,US$770,US$670
DoubleTree by Hilton Hotel New York City - Chelsea,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"1,240 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$128 taxes and charges,No Discount,US$770
Hilton Garden Inn New York/Midtown Park Avenue,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,830 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,2.4 km from center,"Manhattan, New York",3,$170 taxes and charges,No Discount,"US$1,060"
Four Points by Sheraton Midtown - Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"1,971 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$159 taxes and charges,"US$1,156",US$983
Pod 39,2023/2/27,2023/3/18,2023/3/22,2,4,Bunk Bed Room,1 bunk bed,0,"5,950 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$237 taxes and charges,"US$1,036",US$891
SIXTY SoHo,2023/2/27,2023/3/18,2023/3/22,2,4,Superior Queen Room,1 queen bed,0,728 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,5.2 km from center,"SoHo, New York",5,$413 taxes and charges,"US$1,766","US$1,589"
Millennium Downtown New York,2023/2/27,2023/3/18,2023/3/22,2,4,Superior King Room,1 king bed,0,"3,591 reviews",Good,7.4,FREE cancellation • No prepayment needed,0,6.8 km from center,"Wall Street - Financial District, New York",4,$281 taxes and charges,US$851,US$724
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/2/27,2023/3/18,2023/3/22,2,4,Queen Studio,1 queen bed,0,"1,385 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$206 taxes and charges,No Discount,US$780
LUMA Hotel - Times Square,2023/2/27,2023/3/18,2023/3/22,2,,Urban Room With Two Queen Beds,2 queen beds,0,"2,093 reviews",Wonderful,9.0,Free cancellation,0,1.5 km from center,"Manhattan, New York",4,$219 taxes and charges,No Discount,
Sixty LES,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Studio,1 queen bed,0,"1,051 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$321 taxes and charges,"US$1,106",US$995
Renaissance New York Chelsea Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,"Guest Room, 1 King",1 king bed,0,535 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$329 taxes and charges,No Discount,"US$1,204"
Four Points by Sheraton Midtown - Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"1,971 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$159 taxes and charges,"US$1,156",US$983
Walker Hotel Tribeca,2023/2/27,2023/3/18,2023/3/22,2,4,Walker Queen Room,1 queen bed,0,"1,264 reviews",Very Good,8.1,Free cancellation,0,5.8 km from center,"Chinatown, New York",4,$151 taxes and charges,No Discount,US$926
Hotel Hendricks,2023/2/27,2023/3/18,2023/3/22,2,4,Deluxe King Room,1 king bed,0,"1,576 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$299 taxes and charges,"US$1,246",US$997
"The Pierre, A Taj Hotel, New York",2023/2/27,2023/3/18,2023/3/22,2,,Superior King Room Interior View,1 king bed,0,441 reviews,Very Good,8.4,0,0,0.9 km from center,"Upper East Side, New York",5,$435 taxes and charges,No Discount,
Millennium Hotel Broadway Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,0,"5,869 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,1.3 km from center,"Manhattan, New York",4,$277 taxes and charges,US$998,US$848
Sonder at One Platt,2023/2/27,2023/3/18,2023/3/22,2,4,Studio Apartment,"Entire apartment • 1 bathroom • 1 kitchen • 33m²
1 queen bed",0,587 reviews,Good,7.8,Free cancellation,0,7 km from center,"Wall Street - Financial District, New York",3,$143 taxes and charges,No Discount,US$874
Royalton Park Avenue,2023/2/27,2023/3/18,2023/3/22,2,4,Superior Queen Room,1 queen bed,0,958 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$382 taxes and charges,No Discount,"US$1,252"
Dylan Hotel NYC,2023/2/27,2023/3/18,2023/3/22,2,,Luxury King Room,1 queen bed,0,"2,361 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Murray Hill, New York",4,$212 taxes and charges,No Discount,
La Quinta by Wyndham Time Square South,2023/2/27,2023/3/18,2023/3/22,2,4,King Room - Non-Smoking,1 king bed,Breakfast included,"2,059 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",3,$261 taxes and charges,No Discount,"US$1,083"
Pestana Park Avenue,2023/2/27,2023/3/18,2023/3/22,2,4,Superior Room,1 queen bed,0,852 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$258 taxes and charges,"US$1,106","US$1,029"
Pestana CR7 Times Square,2023/2/27,2023/3/18,2023/3/22,2,4,Comfort Room,1 queen bed,0,"1,349 reviews",Very Good,8.1,Free cancellation,0,1.6 km from center,"Hell's Kitchen, New York",4,$238 taxes and charges,US$879,US$835
The Knickerbocker,2023/2/27,2023/3/18,2023/3/22,2,4,Superior Room with Two Queen Beds,2 queen beds,0,"1,326 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$476 taxes and charges,"US$2,040","US$1,734"
Warwick New York,2023/2/27,2023/3/18,2023/3/22,2,4,Premier King Bed,1 king bed,0,"4,409 reviews",Good,7.8,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$351 taxes and charges,No Discount,"US$1,380"
Soho Grand Hotel,2023/2/27,2023/3/18,2023/3/22,2,4,King Room,1 king bed,0,"1,211 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,5.5 km from center,"SoHo, New York",4,$410 taxes and charges,"US$1,776","US$1,598"
Hampton Inn Manhattan/Downtown- Financial District,2023/2/27,2023/3/18,2023/3/22,2,4,Queen Room,1 queen bed,0,658 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,7.7 km from center,"Wall Street - Financial District, New York",3,$127 taxes and charges,No Discount,US$763
"InterContinental New York Barclay Hotel, an IHG Hotel",2023/2/27,2023/3/18,2023/3/22,2,4,Classic Double Room,,0,900 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$491 taxes and charges,No Discount,"US$1,826"
