Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Hilton Garden Inn West 35th Street,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"2,499 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$172 taxes and charges,No Discount,"US$1,069"
The Knickerbocker,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Room with One King Bed,1 king bed,0,"1,331 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$464 taxes and charges,"US$1,940","US$1,649"
Executive Hotel Le Soleil New York,2023/3/3,2023/3/20,2023/3/24,0,4,Executive Queen Room,1 queen bed,0,"2,463 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$240 taxes and charges,No Discount,"US$1,066"
DoubleTree by Hilton New York Times Square South,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"4,389 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$138 taxes and charges,No Discount,US$842
Royalton Park Avenue,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Queen Room,1 queen bed,0,960 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$396 taxes and charges,No Discount,"US$1,346"
Pestana Park Avenue,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Room,1 queen bed,0,840 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$275 taxes and charges,"US$1,232","US$1,146"
The Time New York,2023/3/3,2023/3/20,2023/3/24,0,4,Superior King Room,1 king bed,Breakfast included,"1,211 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$290 taxes and charges,No Discount,US$937
"Hotel Shocard Broadway, Times Square",2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room,1 queen bed,0,"1,061 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$218 taxes and charges,US$680,US$592
Hilton Garden Inn West 35th Street,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"2,499 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$172 taxes and charges,No Discount,"US$1,069"
Hilton Garden Inn Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"2,188 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,0.9 km from center,"Manhattan, New York",3,$144 taxes and charges,No Discount,US$878
Dream Midtown,2023/3/3,2023/3/20,2023/3/24,0,4,Full Room,1 full bed,0,676 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,400 m from center,"Manhattan, New York",4,$286 taxes and charges,"US$1,074",US$912
The Pearl Hotel,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room,1 queen bed,Breakfast included,950 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$380 taxes and charges,"US$1,660","US$1,494"
ModernHaus SoHo,2023/3/3,2023/3/20,2023/3/24,0,4,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",5,$494 taxes and charges,No Discount,"US$1,840"
U Hotel Fifth Avenue I Empire State Building,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room,1 queen bed,0,"1,695 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$209 taxes and charges,US$820,US$697
Ace Hotel New York,2023/3/3,2023/3/20,2023/3/24,0,4,Single Room,1 full bed,0,"1,021 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$312 taxes and charges,No Discount,US$932
SIXTY SoHo,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Queen Room,1 queen bed,0,725 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,5.2 km from center,"SoHo, New York",5,$422 taxes and charges,"US$1,936","US$1,646"
Hotel Edison Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,148 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$303 taxes and charges,No Discount,US$872
Sonder Chambers,2023/3/3,2023/3/20,2023/3/24,0,4,Studio - Disability Access,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 28m²
1 queen bed",0,545 reviews,Very Good,8.3,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$211 taxes and charges,No Discount,"US$1,443"
Millennium Hotel Broadway Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,0,"5,878 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,1.3 km from center,"Manhattan, New York",4,$266 taxes and charges,US$912,US$775
La Quinta by Wyndham Time Square South,2023/3/3,2023/3/20,2023/3/24,0,4,King Room - Non-Smoking,1 king bed,Breakfast included,"2,066 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",3,$217 taxes and charges,No Discount,US$785
Hotel Lucerne,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room,1 queen bed,0,999 reviews,Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$223 taxes and charges,No Discount,"US$1,416"
Michelangelo Hotel,2023/3/3,2023/3/20,2023/3/24,0,4,Executive King Room,1 king bed,0,684 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$402 taxes and charges,"US$1,536","US$1,306"
Hampton Inn Times Square Central,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,Breakfast included,"2,271 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$181 taxes and charges,No Discount,"US$1,132"
Hotel Hendricks,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room,1 queen bed,0,"1,576 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$328 taxes and charges,No Discount,"US$1,197"
The Moore,2023/3/3,2023/3/20,2023/3/24,0,4,Studio Queen,1 queen bed,0,849 reviews,Very Good,8.4,Free cancellation,0,3 km from center,"Chelsea, New York",4,$183 taxes and charges,No Discount,"US$1,148"
Homewood Suites Midtown Manhattan Times Square South,2023/3/3,2023/3/20,2023/3/24,0,4,Efficiency King Studio with Sofa Bed,"Entire studio • 1 bathroom • 28m²
2 beds (1 king, 1 sofa bed)",Breakfast included,"2,971 reviews",Very Good,8.2,0,0,1.8 km from center,"Hell's Kitchen, New York",3,$136 taxes and charges,No Discount,US$830
"Staypineapple, An Artful Hotel, Midtown New York",2023/3/3,2023/3/20,2023/3/24,0,4,Double Room,,0,715 reviews,Excellent,8.7,Free cancellation,0,1.8 km from center,"Hell's Kitchen, New York",4,$231 taxes and charges,No Discount,US$690
Moxy NYC East Village,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest room, 1 Queen",1 queen bed,0,"1,692 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,4.1 km from center,"East Village, New York",4,$349 taxes and charges,No Discount,"US$1,336"
Hilton Club The Quin New York,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Studio Plus,1 king bed,0,920 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$263 taxes and charges,No Discount,"US$1,686"
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,Breakfast included,"4,598 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$155 taxes and charges,No Discount,US$959
Pestana CR7 Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Comfort Room,1 queen bed,0,"1,360 reviews",Very Good,8.1,Free cancellation,0,1.6 km from center,"Hell's Kitchen, New York",4,$223 taxes and charges,US$771,US$732
Omni Berkshire Place,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Room,1 king bed,0,516 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,1.1 km from center,"Midtown East, New York",4,$470 taxes and charges,No Discount,"US$2,160"
Omni Berkshire Place,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Room,1 king bed,0,516 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,1.1 km from center,"Midtown East, New York",4,$470 taxes and charges,No Discount,"US$2,160"
Graduate New York,2023/3/3,2023/3/20,2023/3/24,0,4,Graduate King,1 king bed,0,"2,103 reviews",Very Good,8.5,Free cancellation,0,2.6 km from center,New York,4,$325 taxes and charges,US$996,US$896
LUMA Hotel - Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Urban Room With Two Queen Beds,2 queen beds,0,"2,104 reviews",Wonderful,9.0,Free cancellation,0,1.5 km from center,"Manhattan, New York",4,$224 taxes and charges,No Discount,"US$1,424"
The Evelyn NoMad,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Queen Room,1 queen bed,Breakfast included,"2,608 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$320 taxes and charges,No Discount,"US$1,234"
W New York - Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,"Wonderful Guest room, 1 King, City view",1 king bed,0,882 reviews,Good,7.7,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$288 taxes and charges,No Discount,"US$1,178"
The Kitano Hotel New York,2023/3/3,2023/3/20,2023/3/24,0,4,Superior King Room,1 king bed,0,457 reviews,Very Good,8.5,0,0,2.1 km from center,"Murray Hill, New York",4,$197 taxes and charges,No Discount,"US$1,242"
"Staypineapple, An Artful Hotel, Midtown New York",2023/3/3,2023/3/20,2023/3/24,0,4,Double Room,,0,715 reviews,Excellent,8.7,Free cancellation,0,1.8 km from center,"Hell's Kitchen, New York",4,$231 taxes and charges,No Discount,US$690
Hotel Hendricks,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room,1 queen bed,0,"1,576 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$335 taxes and charges,No Discount,"US$1,246"
Soho Grand Hotel,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"1,218 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,5.5 km from center,"SoHo, New York",4,$414 taxes and charges,"US$1,806","US$1,625"
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,Breakfast included,"4,598 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$155 taxes and charges,No Discount,US$959
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/3,2023/3/20,2023/3/24,0,4,Room Selected at Check-In,1 queen bed,0,"1,382 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$188 taxes and charges,No Discount,US$659
"voco Times Square South, an IHG Hotel",2023/3/3,2023/3/20,2023/3/24,0,4,Standard Room,1 queen bed,0,"1,395 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$133 taxes and charges,No Discount,US$804
Hilton New York Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,79 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$301 taxes and charges,No Discount,"US$1,088"
Hilton Garden Inn New York - Times Square Central,2023/3/3,2023/3/20,2023/3/24,0,4,King Room - Disability Access,1 king bed,0,"1,525 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$269 taxes and charges,"US$1,116",US$949
Virgin Hotels New York City,2023/3/3,2023/3/20,2023/3/24,0,4,Chamber King ADA,1 king bed,0,3 reviews,Review score,5.7,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$337 taxes and charges,"US$1,645","US$1,102"
Residence Inn New York Downtown Manhattan/Financial District,2023/3/3,2023/3/20,2023/3/24,0,4,"Studio, 1 King",1 king bed,0,332 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,7.1 km from center,"Wall Street - Financial District, New York",4,$134 taxes and charges,US$956,US$813
Arlo SoHo,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room with City View,1 queen bed,0,"2,404 reviews",Good,7.9,0,0,5.3 km from center,"SoHo, New York",4,$253 taxes and charges,"US$1,098",US$933
MADE Hotel,2023/3/3,2023/3/20,2023/3/24,0,4,Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",0,"1,032 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$340 taxes and charges,No Discount,"US$1,434"
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/3/3,2023/3/20,2023/3/24,0,4,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,268 reviews",Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",4,$131 taxes and charges,No Discount,US$795
AC Hotel by Marriott New York Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room - Hearing Accessible,1 king bed,0,691 reviews,Very Good,8.3,Free cancellation,0,1.6 km from center,"Manhattan, New York",4,$220 taxes and charges,No Discount,"US$1,396"
Courtyard by Marriott New York World Trade Center Area,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"2,472 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,7.2 km from center,"Wall Street - Financial District, New York",3,$134 taxes and charges,US$923,US$812
Four Points by Sheraton Manhattan SoHo Village,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest Room, 1 King",1 king bed,0,770 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5 km from center,"SoHo, New York",3,$125 taxes and charges,US$886,US$753
The Hotel at Fifth Avenue,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room - Non-Smoking,1 queen bed,0,"1,851 reviews",Good,7.1,Free cancellation,0,2.3 km from center,"Manhattan, New York",3,$209 taxes and charges,US$776,US$698
Pod 39,2023/3/3,2023/3/20,2023/3/24,0,4,Bunk Bed Room,1 bunk bed,0,"5,958 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$266 taxes and charges,"US$1,266","US$1,089"
Roxy Hotel New York,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Room,1 king bed,0,953 reviews,Very Good,8.4,Free cancellation,0,5.8 km from center,"Tribeca, New York",4,$375 taxes and charges,"US$1,496","US$1,361"
Omni Berkshire Place,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room with Two Queen Beds,2 queen beds,0,"1,312 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$318 taxes and charges,"US$1,356",US$814
Graduate New York,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room with Bath Tub - Disability Access,1 queen bed,0,"3,595 reviews",Good,7.4,FREE cancellation • No prepayment needed,0,6.8 km from center,"Wall Street - Financial District, New York",4,$286 taxes and charges,US$887,US$754
LUMA Hotel - Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"1,951 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$129 taxes and charges,US$918,US$780
The Evelyn NoMad,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,857 reviews,Review score,6.7,Free cancellation,0,2.5 km from center,"Chelsea, New York",4,$286 taxes and charges,No Discount,US$913
W New York - Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Queen Room,1 queen bed,Breakfast included,"1,713 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",5,$359 taxes and charges,No Discount,"US$1,502"
The Kitano Hotel New York,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest room, 1 King, City view",1 king bed,0,580 reviews,Good,7.3,FREE cancellation • No prepayment needed,0,7.1 km from center,"Wall Street - Financial District, New York",3,$116 taxes and charges,No Discount,US$693
"Staypineapple, An Artful Hotel, Midtown New York",2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Room,1 king bed,0,953 reviews,Very Good,8.4,Free cancellation,0,5.8 km from center,"Tribeca, New York",4,$375 taxes and charges,"US$1,496","US$1,361"
Hotel Hendricks,2023/3/3,2023/3/20,2023/3/24,0,4,King Room with Balcony,1 king bed,0,"1,390 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,5.6 km from center,"Lower East Side, New York",4,$239 taxes and charges,US$877,US$746
Soho Grand Hotel,2023/3/3,2023/3/20,2023/3/24,0,4,Run of House,1 full bed,0,"4,014 reviews",Review score,5.6,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$278 taxes and charges,US$916,US$687
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Double Room,2 full beds,0,277 reviews,Very Good,8.4,Free cancellation,0,6.3 km from center,"Tribeca, New York",4,$477 taxes and charges,No Discount,"US$1,736"
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"2,472 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,7.2 km from center,"Wall Street - Financial District, New York",3,$134 taxes and charges,US$923,US$812
"voco Times Square South, an IHG Hotel",2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"1,169 reviews",Excellent,8.8,0,0,2.8 km from center,"Chelsea, New York",5,$268 taxes and charges,No Discount,US$905
Hilton New York Times Square,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest Room, 1 King, Cozy King",1 king bed,0,438 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,500 m from center,"Manhattan, New York",5,$336 taxes and charges,"US$4,092","US$2,005"
Hilton Garden Inn New York - Times Square Central,2023/3/3,2023/3/20,2023/3/24,0,4,Luxury King Room,1 queen bed,0,"2,357 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Murray Hill, New York",4,$215 taxes and charges,No Discount,US$922
,2023/3/3,2023/3/20,2023/3/24,0,4,Superior King Room,1 king bed,0,522 reviews,Good,7.5,Free cancellation,0,1.4 km from center,"Manhattan, New York",4,$425 taxes and charges,No Discount,"US$1,886"
,2023/3/3,2023/3/20,2023/3/24,0,4,Queen Room,1 queen bed,Breakfast included,584 reviews,Very Good,8.1,Free cancellation,0,3 km from center,"Kips Bay, New York",3,$236 taxes and charges,US$856,US$728
,2023/3/3,2023/3/20,2023/3/24,0,4,Superior Queen,1 queen bed,0,926 reviews,Good,7.9,FREE cancellation • No prepayment needed,0,1.6 km from center,"Upper West Side, New York",4,$324 taxes and charges,"US$1,046",US$889
,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,Breakfast included,"1,040 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,0.7 km from center,"Hell's Kitchen, New York",3,$185 taxes and charges,No Discount,"US$1,156"
,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe King Room,1 king bed,0,185 reviews,Very Good,8.3,Free cancellation,0,1.9 km from center,"Midtown East, New York",4,$107 taxes and charges,No Discount,US$630
,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest room, 2 Double",2 full beds,0,536 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$376 taxes and charges,No Discount,"US$1,523"
Courtyard by Marriott New York World Trade Center Area,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe High Floor,1 queen bed,0,"2,424 reviews",Excellent,8.7,0,0,1.7 km from center,"Manhattan, New York",4,$229 taxes and charges,No Discount,"US$1,456"
Four Points by Sheraton Manhattan SoHo Village,2023/3/3,2023/3/20,2023/3/24,0,4,"Guest Room, 1 King",1 king bed,0,770 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5 km from center,"SoHo, New York",3,$125 taxes and charges,US$886,US$753
,2023/3/3,2023/3/20,2023/3/24,0,4,Standard Queen Room with Communications Accessible Roll-In Shower,1 queen bed,0,"5,447 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,2.7 km from center,"Chelsea, New York",4,$123 taxes and charges,No Discount,US$741
,2023/3/3,2023/3/20,2023/3/24,0,4,King Room,1 king bed,0,"1,228 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$128 taxes and charges,No Discount,US$770
Roxy Hotel New York,2023/3/3,2023/3/20,2023/3/24,0,4,Deluxe Double Room,2 full beds,0,"1,301 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,5.9 km from center,"Lower East Side, New York",3,$263 taxes and charges,No Discount,US$797
Ink 48 Hotel,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,0,"1,312 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$397 taxes and charges,"US$1,695","US$1,017"
Margaritaville Resort Times Square,2023/3/3,2023/3/20,2023/3/25,0,5,Deluxe King Room,1 king bed,0,"1,362 reviews",Excellent,8.8,0,0,1.5 km from center,"Manhattan, New York",4,$499 taxes and charges,No Discount,"US$1,320"
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/20,2023/3/25,0,5,1 King Bed,1 king bed,Breakfast included,"5,188 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$172 taxes and charges,No Discount,"US$1,046"
Riu Plaza Manhattan Times Square,2023/3/3,2023/3/20,2023/3/25,0,5,Deluxe King,1 king bed,0,"6,409 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$396 taxes and charges,"US$2,001","US$1,441"
SpringHill Suites by Marriott New York Manhattan Chelsea,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,"Private suite
1 king bed",Breakfast included,"3,737 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$171 taxes and charges,No Discount,"US$1,041"
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/20,2023/3/25,0,5,1 Queen Bed,1 queen bed,Breakfast included,"4,101 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$171 taxes and charges,No Discount,"US$1,043"
Hyatt Place NYC Chelsea,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,Breakfast included,"6,386 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$188 taxes and charges,No Discount,"US$1,155"
citizenM New York Times Square,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,0,"2,777 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$223 taxes and charges,No Discount,"US$1,395"
Moxy NYC Chelsea,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,0,"3,719 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$378 taxes and charges,No Discount,"US$1,279"
Hyatt Place New York City/Times Square,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,Breakfast included,"14,988 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$194 taxes and charges,No Discount,"US$1,195"
M Social Hotel Times Square New York,2023/3/3,2023/3/20,2023/3/25,0,5,Social Superior Hudson River View King,1 king bed,0,"5,527 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$428 taxes and charges,"US$1,579","US$1,421"
CIVILIAN Hotel,2023/3/3,2023/3/20,2023/3/25,0,5,Double Room,1 queen bed,0,"1,164 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$231 taxes and charges,No Discount,"US$1,445"
The Cloud One New York-Downtown,2023/3/3,2023/3/20,2023/3/25,0,5,Standard King Room,1 king bed,0,513 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$154 taxes and charges,No Discount,US$925
The Belvedere Hotel,2023/3/3,2023/3/20,2023/3/25,0,5,Double Room with Two Double Beds - Disability Access,2 full beds,0,"3,636 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$318 taxes and charges,"US$1,325","US$1,193"
citizenM New York Bowery,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,0,"2,200 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$192 taxes and charges,No Discount,"US$1,180"
MOXY NYC Times Square,2023/3/3,2023/3/20,2023/3/25,0,5,Double Room,1 full bed,Breakfast included,"8,856 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",4,$382 taxes and charges,No Discount,"US$1,304"
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,Breakfast included,"3,916 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2.1 km from center,"Hell's Kitchen, New York",4,$223 taxes and charges,No Discount,"US$1,391"
The James New York - NoMad,2023/3/3,2023/3/20,2023/3/25,0,5,Queen Room,1 queen bed,0,502 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$482 taxes and charges,"US$1,769","US$1,592"
Pestana Park Avenue,2023/3/3,2023/3/20,2023/3/25,0,5,Superior Room,1 queen bed,0,840 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$340 taxes and charges,"US$1,517","US$1,411"
U Hotel Fifth Avenue I Empire State Building,2023/3/3,2023/3/20,2023/3/25,0,5,Queen Room,1 queen bed,0,"1,695 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$261 taxes and charges,"US$1,090",US$872
"Hotel Shocard Broadway, Times Square",2023/3/3,2023/3/20,2023/3/25,0,5,Queen Room,1 queen bed,0,"1,061 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$275 taxes and charges,US$920,US$754
Hilton Garden Inn West 35th Street,2023/3/3,2023/3/20,2023/3/25,0,5,King Room,1 king bed,0,"2,499 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$216 taxes and charges,No Discount,"US$1,345"
The Time New York,2023/3/3,2023/3/20,2023/3/25,0,5,Superior King Room,1 king bed,Breakfast included,"1,211 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$368 taxes and charges,No Discount,"US$1,207"
ModernHaus SoHo,2023/3/3,2023/3/20,2023/3/25,0,5,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",5,$618 taxes and charges,No Discount,"US$2,305"
